Image,True_WNID,True_Label,Second_Last_Top1_WNID,Second_Last_Top1_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_3117,n02730930,apron,n04371430,"swimming trunks, bathing trunks",0.003737152786925435,0.010490130633115768,0.0006047137430869043,0.0006087527726776898,0.00040805168100632727,0.0009436120744794607,0.0007442950736731291,0.00022543144586961716,0.0001053161031450145,0.00591201102361083,0.022615693509578705,0.10966122895479202
Image_3118,n02730930,apron,n03770439,"miniskirt, mini",0.0005978908739052713,0.0140197379514575,0.00801959540694952,0.015580632723867893,0.03893400356173515,0.03164610266685486,0.03794657438993454,0.04812606796622276,0.10792147368192673,0.06211669370532036,0.5988057851791382,0.4598925709724426
Image_3119,n02730930,apron,n04070727,"refrigerator, icebox",0.00985770858824253,0.00186347053386271,0.0033627243246883154,0.0034479964524507523,0.007929098792374134,0.010667594149708748,0.009488604962825775,0.003437560983002186,0.0014310823753476143,0.00022815146076027304,0.10184583067893982,0.014076494611799717
Image_3120,n02730930,apron,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",0.00011080357944592834,0.0013003922067582607,0.0010600493988022208,0.0007378707523457706,0.0018976179417222738,0.0030248002149164677,0.00344191980548203,0.003182292217388749,0.017413677647709846,0.023062579333782196,0.8220124840736389,0.1383579671382904
Image_3121,n02730930,apron,n02730930,apron,0.002949631307274103,0.000984430080279708,0.0001888499391498044,0.00015918757708277553,0.0001348418736597523,3.556337105692364e-05,8.170572255039588e-05,0.00047146104043349624,0.0022751970682293177,0.04959315434098244,0.21293781697750092,0.15357406437397003
Image_3122,n02730930,apron,n04532106,vestment,5.083843461761717e-06,9.664111530582886e-06,1.5936042473185807e-05,5.214742941461736e-06,9.580996447766665e-06,4.6700711209268775e-06,1.1997755791526288e-05,0.00013897873577661812,0.0003137283492833376,0.0028224291745573282,0.159356027841568,0.17308180034160614
Image_3123,n02730930,apron,n03770439,"miniskirt, mini",0.0007121013477444649,0.010611438192427158,0.009224437177181244,0.01443296018987894,0.020580580458045006,0.014053363353013992,0.018680350854992867,0.027134718373417854,0.030272770673036575,0.013648662716150284,0.5485275387763977,0.042150966823101044
Image_3124,n02730930,apron,n03814639,neck brace,2.28498629439855e-05,7.242493302328512e-05,8.966295717982575e-05,9.323918493464589e-05,0.0005891206674277782,0.0019181431271135807,0.003615991212427616,0.004989868029952049,0.004530932288616896,0.053934331983327866,0.027643481269478798,0.007734453305602074
Image_3125,n02730930,apron,n07615774,"ice lolly, lolly, lollipop, popsicle",1.1015922609658446e-05,1.758249527483713e-05,3.487646608846262e-05,2.60949364019325e-05,5.3383828344522044e-05,0.0005616649286821485,0.0005903686978854239,0.0004623753484338522,0.0017517241649329662,0.019928764551877975,0.20894955098628998,0.1459171324968338
Image_3126,n02730930,apron,n02963159,cardigan,2.730253618210554e-05,4.8383801185991615e-05,3.290142922196537e-05,3.381786518730223e-05,8.984997111838311e-05,6.688481516903266e-05,9.511881944490597e-05,0.00010385220230091363,0.00038269528886303306,0.039248716086149216,0.18373441696166992,0.20937661826610565
Image_3127,n02730930,apron,n03617480,kimono,7.089217433531303e-06,3.1167601264314726e-05,5.675501233781688e-05,0.00010905936505878344,0.00011904277926078066,3.5250632208772004e-05,8.32925143186003e-05,7.464276131941006e-05,0.00036599626764655113,0.009929140098392963,0.009179024957120419,0.003031875705346465
Image_3128,n02730930,apron,n03770439,"miniskirt, mini",0.0005617078277282417,0.007367382757365704,0.007968561723828316,0.013113916851580143,0.018518414348363876,0.010379173792898655,0.00847169104963541,0.0066915214993059635,0.004961599130183458,0.0018785316497087479,0.3703189492225647,0.07898993790149689
Image_3129,n02730930,apron,n04560804,water jug,0.0012233033776283264,0.0027713817544281483,0.003804126987233758,0.0016868936363607645,0.0005316112074069679,0.0006111094262450933,0.0005654944106936455,0.002396679949015379,0.0289564598351717,0.2352827489376068,0.030521973967552185,0.0037935320287942886
Image_3130,n02730930,apron,n04507155,umbrella,0.00012780018732883036,0.0010032887803390622,0.007655974943190813,0.0005724261282011867,0.00023749280080664903,0.0007755173137411475,0.0009562238701619208,0.0008338868501596153,0.008645919151604176,0.6542921662330627,0.3056713044643402,0.28574928641319275
Image_3131,n02730930,apron,n03770439,"miniskirt, mini",0.0003762722772080451,0.006486986763775349,0.004762392491102219,0.013209707103669643,0.030056040734052658,0.011439993977546692,0.008221583440899849,0.007083151023834944,0.03421919792890549,0.027447829023003578,0.01449194923043251,0.0054822806268930435
Image_3132,n02730930,apron,n03980874,poncho,8.221369353123009e-05,0.0003827231703326106,0.00046926530194468796,0.0006315320497378707,0.0010316881816834211,0.0012374584330245852,0.002026673872023821,0.005715615581721067,0.007040069904178381,0.06929821521043777,0.25081682205200195,0.09634610265493393
Image_3133,n02730930,apron,n04501370,turnstile,0.005938426125794649,0.1940358281135559,0.049539994448423386,0.032671138644218445,0.017990628257393837,0.029910359531641006,0.054425742477178574,0.05535111948847771,0.07341879606246948,0.0963234007358551,0.006878739222884178,0.0010928737465292215
Image_3134,n02730930,apron,n03770439,"miniskirt, mini",0.0006686902488581836,0.00808428693562746,0.007467485032975674,0.009942193515598774,0.015346448868513107,0.00633192015811801,0.010619846172630787,0.008015195839107037,0.012672697193920612,0.03949731960892677,0.09719128906726837,0.019920160993933678
Image_3135,n02730930,apron,n04560804,water jug,0.0012602214701473713,0.003006591694429517,0.0043010348454117775,0.0017284468049183488,0.0009634856251068413,0.0015902388840913773,0.0032998574897646904,0.00309250527061522,0.03956521302461624,0.049965858459472656,0.09229990839958191,0.24317456781864166
Image_3136,n02730930,apron,n03404251,fur coat,9.400412091054022e-05,0.001352118793874979,0.0004591107426676899,0.0005527104367502034,0.0005470374599099159,0.001211130409501493,0.000371136557077989,0.0009344287100248039,0.0013363807229325175,0.0022005969658493996,0.0044944509863853455,0.014920943416655064
Image_3137,n02730930,apron,n04532106,vestment,3.1468731322092935e-05,3.1065865186974406e-05,2.694127215363551e-05,8.939823601394892e-06,2.639491685840767e-05,6.537219633173663e-06,7.310747605515644e-06,4.388100205687806e-05,0.0008704044157639146,0.0032633261289447546,0.09842897951602936,0.05792891979217529
Image_3138,n02730930,apron,n04560804,water jug,0.001211003982461989,0.0021582513581961393,0.004216292407363653,0.001594735193066299,0.0007539982325397432,0.0024480533320456743,0.004130908288061619,0.008428278379142284,0.05856592580676079,0.07482022047042847,0.2784660756587982,0.20923006534576416
Image_3139,n02730930,apron,n02730930,apron,0.004300752189010382,0.0011854374315589666,0.00025779387215152383,0.0001986067509278655,0.00020355811284389347,6.59339566482231e-05,0.00021402971469797194,0.0005169091164134443,0.0032080644741654396,0.07292748987674713,0.17989355325698853,0.4278809726238251
Image_3140,n02730930,apron,n02963159,cardigan,2.979628334287554e-05,7.733776146778837e-05,5.13447739649564e-05,4.987898137187585e-05,0.00013948277046438307,9.108444646699354e-05,0.0002824270923156291,0.0006375250522978604,0.002458952134475112,0.1481250822544098,0.24622885882854462,0.13922367990016937
Image_3141,n02730930,apron,n04560804,water jug,0.0017052371986210346,0.0035207727923989296,0.00732976570725441,0.0029108200687915087,0.0010109217837452888,0.002048604190349579,0.0035933952312916517,0.006586379371583462,0.16968797147274017,0.14507634937763214,0.6724216341972351,0.27546024322509766
Image_3142,n02730930,apron,n03201208,"dining table, board",0.00031625275732949376,0.00017305272922385484,0.00036482265568338335,0.0008766533574089408,0.00084095005877316,0.0008526064339093864,0.0003803747531492263,0.0007087279809638858,0.002217422006651759,0.017706479877233505,0.03275085240602493,0.05147813633084297
Image_3143,n02730930,apron,n02730930,apron,0.0037866909988224506,0.0008447816362604499,0.00011961733252974227,9.39610690693371e-05,6.200224015628919e-05,1.6095726095954888e-05,3.387784818187356e-05,0.00012788378808181733,0.0002372255112277344,0.0005423353868536651,0.0011886607389897108,0.0019541725050657988
Image_3144,n02730930,apron,n04259630,sombrero,7.247854682645993e-06,9.52533446252346e-05,0.0016058619366958737,0.0012983018532395363,0.0012318850494921207,0.001153334858827293,0.003890796098858118,0.00750926835462451,0.015101250261068344,0.3998868763446808,0.054144155234098434,0.04210742935538292
Image_3145,n02730930,apron,n03617480,kimono,6.78392507325043e-06,2.8949152692803182e-05,7.000864570727572e-05,8.20894492790103e-05,9.919411240844056e-05,6.482929893536493e-05,0.00012783515558112413,0.00022001436445862055,0.0007957551861181855,0.013801977969706059,0.18498925864696503,0.022056415677070618
Image_3146,n02730930,apron,n02730930,apron,0.003785717533901334,0.0013474765000864863,0.00017387018306180835,0.00014059938257560134,0.00010974544420605525,2.8310538255027495e-05,6.254266918404028e-05,0.00012538240116555244,0.00044448874541558325,0.004392606671899557,0.18219980597496033,0.29054468870162964
Image_3147,n02730930,apron,n04371430,"swimming trunks, bathing trunks",0.0005280357436276972,0.0015288845170289278,0.00024720787769183517,0.0003146202943753451,0.00021660482161678374,0.0002261976624140516,0.00022517479374073446,0.0005317615577951074,0.004594693426042795,0.23206748068332672,0.10693883895874023,0.1657344549894333
Image_3148,n02730930,apron,n04265275,space heater,2.625357774377335e-05,0.00033428482129238546,0.00021555667626671493,0.00013677151582669467,0.00020776725432369858,0.0008845409611240029,0.002277473919093609,0.0041067833080887794,0.017855023965239525,0.05347075313329697,0.04036681726574898,0.10235176235437393
Image_3149,n02730930,apron,n04023962,"punching bag, punch bag, punching ball, punchball",0.0006307797157205641,0.0019636203069239855,0.0012673336314037442,0.00044319292646832764,0.0005113398656249046,0.001359770423732698,0.0015920784790068865,0.004710836801677942,0.08360736072063446,0.33834609389305115,0.05996454134583473,0.16195359826087952
Image_3150,n02730930,apron,n04356056,"sunglasses, dark glasses, shades",0.023843761533498764,0.008542669005692005,0.007332190405577421,0.012178707867860794,0.006328833755105734,0.007137613371014595,0.013180600479245186,0.05617550015449524,0.14636509120464325,0.3959931433200836,0.6077473759651184,0.198060542345047
Image_3151,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04265275,space heater,3.2714127883082256e-05,0.0003599303599912673,0.00021417919197119772,0.00013631617184728384,0.00016419723397120833,0.0011314719449728727,0.0020702392794191837,0.003760496387258172,0.003041834570467472,0.00018225434178020805,0.0007064052042551339,0.0006428261986002326
Image_3152,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04265275,space heater,1.9378303477424197e-05,0.000380965240765363,0.0003095874562859535,0.0002077707467833534,0.00026758413878269494,0.0005336349131539464,0.0010238861432299018,0.001064570969901979,0.0014988449402153492,0.0005361844669096172,0.001392034231685102,0.0013591316528618336
Image_3153,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04265275,space heater,3.0758681532461196e-05,0.0005359706119634211,0.00024285037943627685,0.00019832827092614025,0.00013224802387412637,0.0007217369857244194,0.002098306780681014,0.0033809414599090815,0.024256348609924316,0.15483425557613373,0.5530855655670166,0.40845805406570435
Image_3154,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04265275,space heater,1.3282275176607072e-05,0.00030172281549312174,0.0002570970100350678,0.00017417612252756953,0.00022554074530489743,0.0004642077547032386,0.0012591526610776782,0.0025639410596340895,0.004693641327321529,0.0005250537651591003,7.079347415128723e-05,5.2162835345370695e-05
Image_3155,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04251144,snorkel,0.005469862837344408,0.00040951574919745326,0.0008551629143767059,0.0016299181152135134,0.009701392613351345,0.013069890439510345,0.022414619103074074,0.033972129225730896,0.08036264777183533,0.332501083612442,0.24865229427814484,0.134568989276886
Image_3156,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04099969,"rocking chair, rocker",0.00011659604933811352,0.00013534912432078272,6.292615580605343e-05,2.1371806724346243e-05,6.774572830181569e-05,0.00020387840049806982,0.0003230880247429013,0.00037581552169285715,0.0008892834302969277,0.05677565932273865,0.01952953264117241,0.1046266034245491
Image_3157,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",5.884477650397457e-05,0.0009890020592138171,0.0007812533294782043,0.0005218961159698665,0.0013124941615387797,0.002285665599629283,0.0017698196461424232,0.006435778923332691,0.004087507259100676,0.06945638358592987,0.16573631763458252,0.2330200970172882
Image_3158,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",6.927127105882391e-05,0.0010576420463621616,0.0007385406061075628,0.0005570567445829511,0.0013349143555387855,0.002092373790219426,0.005197321530431509,0.00775919621810317,0.007673288229852915,0.025638706982135773,0.44535505771636963,0.23588687181472778
Image_3159,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n03085013,"computer keyboard, keypad",1.1022412763850298e-05,1.0530025974730961e-05,0.00010812971595441923,0.00011181717127328739,0.00012352375779300928,0.00022983101371210068,0.00035278222640044987,0.001744536217302084,0.003779585938900709,0.0672856792807579,0.1240735724568367,0.11477235704660416
Image_3160,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04501370,turnstile,0.008389015682041645,0.3200627267360687,0.0759883001446724,0.03689469397068024,0.0319860614836216,0.014183692634105682,0.01905224472284317,0.030209394171833992,0.14172524213790894,0.8055660128593445,0.1949331909418106,0.25150614976882935
Image_3161,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04265275,space heater,2.225649222964421e-05,0.00024673211737535894,0.00020773311553057283,0.00016650576435495168,0.00028093549190089107,0.0016492436407133937,0.004504405427724123,0.004538860637694597,0.0042306799441576,0.02729496918618679,0.045919302850961685,0.25713956356048584
Image_3162,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n06596364,comic book,0.006723279599100351,0.0028516901656985283,0.007648542057722807,0.015339943580329418,0.013896387070417404,0.016414441168308258,0.0356954000890255,0.0995289534330368,0.3717014789581299,0.5116042494773865,0.16055092215538025,0.1426258385181427
Image_3163,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n03977966,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",0.000387602107366547,0.0023719242308288813,0.0020946806762367487,0.003176810685545206,0.005505552049726248,0.009509386494755745,0.019133638590574265,0.01504039391875267,0.00413657259196043,0.0001102074675145559,6.05180093771196e-06,2.9079683372401632e-05
Image_3164,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04560804,water jug,0.001002789824269712,0.0012951045064255595,0.003548761596903205,0.00151317089330405,0.00046392931835725904,0.0007335988339036703,0.0012292801402509212,0.0018436163663864136,0.008726507425308228,0.0077726528979837894,0.3386519253253937,0.050513360649347305
Image_3165,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04254777,sock,0.0002542389265727252,0.010253649204969406,0.006810687482357025,0.0049730450846254826,0.01786191575229168,0.048930685967206955,0.057434938848018646,0.03893733024597168,0.16534771025180817,0.07107094675302505,0.17539864778518677,0.17088273167610168
Image_3166,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04376876,syringe,4.459581759874709e-06,6.336274054774549e-06,1.5913707102299668e-05,5.832434544572607e-05,0.00017809397832024843,0.00043164854287169874,0.0006951923132874072,0.005255186930298805,0.026707328855991364,0.5110466480255127,0.1484445035457611,0.038195475935935974
Image_3167,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n03814639,neck brace,2.11192909773672e-05,4.9645808758214116e-05,6.582266360055655e-05,8.170027285814285e-05,0.00039171974640339613,0.0010428967652842402,0.0017047316068783402,0.004055903293192387,0.02383868582546711,0.03664525970816612,0.15052220225334167,0.2834848463535309
Image_3168,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04099969,"rocking chair, rocker",0.00012191822315799072,0.0002824356488417834,0.00014995991659816355,3.5792847484117374e-05,0.00015608244575560093,0.0010408095549792051,0.0016972660087049007,0.0033439728431403637,0.019998492673039436,0.42860665917396545,0.2195143848657608,0.44569021463394165
Image_3169,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04376876,syringe,6.759041752957273e-06,5.4221454774960876e-06,1.2388954019115772e-05,7.332659151870757e-05,0.0001724681496853009,0.0004746145859826356,0.0005652728141285479,0.0033392985351383686,0.013233399018645287,0.019075965508818626,0.0006023456226103008,0.035464659333229065
Image_3170,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",3.659505819086917e-05,0.001240103505551815,0.00114035839214921,0.0010370266390964389,0.0026431165169924498,0.003470574738457799,0.008946633897721767,0.02626311033964157,0.0903690978884697,0.7159482836723328,0.5993063449859619,0.26003777980804443
Image_3171,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04532106,vestment,2.027252958214376e-05,2.5013854610733688e-05,2.633835538290441e-05,9.8310965768178e-06,2.828311698976904e-05,6.3903430600475986e-06,6.480792762886267e-06,3.570786793716252e-05,0.0002920599654316902,0.0008609593496657908,0.13267411291599274,0.11571341007947922
Image_3172,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04251144,snorkel,0.005302567966282368,0.00046796558308415115,0.000672068097628653,0.0011294863652437925,0.008464660495519638,0.01365914847701788,0.021267758682370186,0.043699461966753006,0.07272336632013321,0.9390595555305481,0.09852553904056549,0.29837775230407715
Image_3173,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n03976657,pole,0.0005195018602535129,0.001200058264657855,0.0037879247684031725,0.007059885188937187,0.002524609910324216,0.0032391820568591356,0.001821460435166955,0.002413044683635235,0.0042563253082334995,0.034482426941394806,0.006654173601418734,0.0012652669101953506
Image_3174,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04560804,water jug,0.0009292943286709487,0.0017252848483622074,0.006347279530018568,0.0026484704576432705,0.0007481019711121917,0.000982923898845911,0.001354719395749271,0.0010249499464407563,0.010557452216744423,0.008758028037846088,0.07087859511375427,0.15355826914310455
Image_3175,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04133789,sandal,4.909190465696156e-06,8.399713260587305e-05,9.592856258677784e-06,8.492092092637904e-06,3.84662562282756e-05,4.752202585223131e-05,0.00020069135644007474,0.000802677939645946,0.009775577113032341,0.009102639742195606,0.004981167148798704,0.002769640414044261
Image_3176,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04507155,umbrella,9.709305595606565e-05,0.0010600393870845437,0.006040762644261122,0.0004505251708906144,0.000327095651300624,0.000871942553203553,0.0007677832036279142,0.0012664924142882228,0.003175572492182255,0.26261088252067566,0.05423708260059357,0.07576973736286163
Image_3177,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04328186,"stopwatch, stop watch",3.6072372040507616e-06,5.393148967414163e-05,5.2720650273840874e-05,2.18285003938945e-05,3.288855805294588e-05,3.125633156741969e-05,0.00018309331790078431,0.0014999584527686238,0.003771258518099785,0.004500089678913355,0.0008168729254975915,0.0007311477675102651
Image_3178,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n02999410,chain,0.0005614157416857779,0.0009551566326990724,0.0008862839313223958,0.0020007463172078133,0.0033564316108822823,0.0022768753115087748,0.0054725222289562225,0.04488901048898697,0.13681939244270325,0.4815652072429657,0.032325614243745804,0.20676526427268982
Image_3179,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n03014705,chest,9.354789654025808e-06,2.0472412870731205e-05,5.778555532742757e-06,6.880879482196178e-06,1.2444582353055011e-05,1.1110101695521735e-05,8.604982213000767e-06,2.7634154321276583e-05,0.0003482626925688237,0.15045712888240814,0.5262147188186646,0.2532966434955597
Image_3180,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04560804,water jug,0.0009298111544921994,0.0019037876045331359,0.0045672631822526455,0.001644163392484188,0.0007648500613868237,0.0009108970989473164,0.0011941846460103989,0.0017756345914676785,0.006892186123877764,0.01832619495689869,0.09923727065324783,0.12340770661830902
Image_3181,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04532106,vestment,1.5544917914667167e-05,3.220652797608636e-05,3.892078893841244e-05,1.3883312021789607e-05,2.3172131477622315e-05,2.415183735138271e-05,3.2573316275374964e-05,0.00033807108411565423,0.0038756707217544317,0.04354638606309891,0.014626600779592991,0.0066351518034935
Image_3182,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04501370,turnstile,0.0039816973730921745,0.1539677083492279,0.039755698293447495,0.02581644058227539,0.018417565152049065,0.01415092684328556,0.020048262551426888,0.0648072138428688,0.12562894821166992,0.4919050931930542,0.28343167901039124,0.034228868782520294
Image_3183,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n03902125,"pay-phone, pay-station",9.550046524964273e-05,8.6997997641447e-06,9.554937605571467e-06,2.0272269466659054e-05,1.1138761692564003e-05,4.417700893100118e-06,9.287587090511806e-06,4.3742271373048425e-05,0.0004191156185697764,0.011819015257060528,0.0810587927699089,0.08553250879049301
Image_3184,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04371430,"swimming trunks, bathing trunks",0.0007190300966612995,0.0022182546090334654,0.0002445746213197708,0.0002940723788924515,0.00017168076010420918,0.0005841430393047631,0.00038342076004482806,0.0005478139501065016,0.0019278773106634617,0.0027954389806836843,0.07679138332605362,0.2849090099334717
Image_3185,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n03100240,convertible,0.00023802816576790065,0.004935431759804487,0.00789039209485054,0.003007897874340415,0.0017859890358522534,0.00260491413064301,0.0022209666203707457,0.0016885441727936268,0.0038563983980566263,0.015520310960710049,0.0791357085108757,0.2029554694890976
Image_3186,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",6.43160383333452e-05,0.0009749855380505323,0.0006293084006756544,0.0004748644132632762,0.001228944631293416,0.0019962487276643515,0.004849807824939489,0.004078777506947517,0.004811095539480448,0.026213185861706734,0.4731646180152893,0.1767784059047699
Image_3187,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04560804,water jug,0.0007550237933173776,0.0016391037497669458,0.004536262713372707,0.0016362863825634122,0.0004849276738241315,0.0013199183158576488,0.0032214291859418154,0.009035547263920307,0.03225373476743698,0.0882783830165863,0.15042847394943237,0.07449759542942047
Image_3188,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04596742,wok,2.0194322132738307e-05,5.832505848957226e-05,8.886396972229704e-05,4.095942131243646e-05,3.968883538618684e-05,6.896199192851782e-05,0.00021447152539622039,0.0006634872406721115,0.003792964620515704,0.015193423256278038,0.12828199565410614,0.11584921926259995
Image_3189,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04356056,"sunglasses, dark glasses, shades",0.021265441551804543,0.008543288335204124,0.006316130980849266,0.012399272993206978,0.008141862228512764,0.007387761026620865,0.01826801896095276,0.029232198372483253,0.027116628363728523,0.002859970787540078,0.07051528990268707,0.01713472232222557
Image_3190,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04133789,sandal,4.4332127799862064e-06,8.136949327308685e-05,1.0489824489923194e-05,8.219629307859577e-06,4.357654324849136e-05,3.2077470677904785e-05,0.0002129731437889859,0.0005596315022557974,0.0048506553284823895,0.0004775033739861101,4.774444460053928e-05,0.00013705913443118334
Image_3191,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04371430,"swimming trunks, bathing trunks",0.0005862294347025454,0.0017132959328591824,0.0002024809509748593,0.0002019083040067926,0.00018344774434808642,0.0006148753454908729,0.00035767097142525017,0.00031436607241630554,0.00013977414346300066,0.009216569364070892,0.011690957471728325,0.25540685653686523
Image_3192,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04376876,syringe,4.541098405752564e-06,3.7421195884235203e-06,9.569457688485272e-06,4.815977445105091e-05,0.00012949513620696962,0.0002522406284697354,0.00034990670974366367,0.0015478604473173618,0.005981116555631161,0.3065796494483948,0.2867991626262665,0.2106025218963623
Image_3193,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n02963159,cardigan,3.2950400054687634e-05,4.3267606088193133e-05,2.8688067686744034e-05,3.0114457331364974e-05,9.823266009334475e-05,6.140493496786803e-05,0.00013091404980514199,0.0002745088713709265,0.003236148040741682,0.0822165459394455,0.5156476497650146,0.2423548847436905
Image_3194,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n03617480,kimono,3.501853370835306e-06,2.0117855456192046e-05,2.2356414774549194e-05,5.355177927413024e-05,4.723731763078831e-05,2.12974518944975e-05,3.626662146416493e-05,5.9950005379505455e-05,8.741031342651695e-05,0.0008992141229100525,0.13662169873714447,0.13004888594150543
Image_3195,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n03424325,"gasmask, respirator, gas helmet",1.898532354971394e-05,0.0001757122518029064,0.00023504804994445294,9.113150736084208e-05,0.00023203664750326425,0.0001281193399336189,0.0002308862895006314,0.0007672091014683247,0.007926668040454388,0.016382833942770958,0.00012987645459361374,0.00032923591788858175
Image_3196,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n04356056,"sunglasses, dark glasses, shades",0.03142048791050911,0.006278516724705696,0.0070310551673173904,0.010119968093931675,0.007071768399327993,0.010753692127764225,0.0132133262231946,0.03162117302417755,0.057213183492422104,0.020998626947402954,0.0064251478761434555,0.03504960238933563
Image_3197,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n02988304,CD player,0.00047081088996492326,0.0003455163969192654,0.00013492154539562762,7.97149768914096e-05,0.00018199563783127815,0.0003635345201473683,0.00055220618378371,0.0015295218909159303,0.012887662276625633,0.00861525721848011,0.007864330895245075,0.034061506390571594
Image_3198,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",5.5896813137223944e-05,0.0012583743082359433,0.0007216630619950593,0.0007003353093750775,0.001501319813542068,0.0019240905530750751,0.004184141289442778,0.0033555403351783752,0.007769306655973196,0.09927890449762344,0.029947742819786072,0.00804342795163393
Image_3199,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",1.742080712574534e-05,0.0014952508499845862,0.0016551971202716231,0.0012372243218123913,0.002754660090431571,0.003256365191191435,0.00605483865365386,0.007459645159542561,0.0057146851904690266,0.055964238941669464,0.4301876425743103,0.2828204333782196
Image_3200,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",4.205535151413642e-05,0.0012454657116904855,0.0009772253688424826,0.0006338735111057758,0.0012191664427518845,0.0017116543604061007,0.0034884882625192404,0.004830954596400261,0.0042334250174462795,0.0319657027721405,0.09292189031839371,0.014715646393597126
Image_3201,n02788148,"bannister, banister, balustrade, balusters, handrail",n04008634,"projectile, missile",4.3225887225162296e-07,2.0370000584080117e-06,4.8034860810730606e-05,0.00016730056086089462,0.0004140758828725666,0.00046579414629377425,0.001295027555897832,0.009604230523109436,0.03568201884627342,0.7274907827377319,0.0017322415951639414,0.0013903984799981117
Image_3202,n02788148,"bannister, banister, balustrade, balusters, handrail",n02788148,"bannister, banister, balustrade, balusters, handrail",0.019506821408867836,0.010599848814308643,0.028642840683460236,0.01829654537141323,0.012312076985836029,0.035740215331315994,0.06988295912742615,0.024947818368673325,0.06873130798339844,0.0005587056512013078,0.16847074031829834,0.13443081080913544
Image_3203,n02788148,"bannister, banister, balustrade, balusters, handrail",n02788148,"bannister, banister, balustrade, balusters, handrail",0.008977922610938549,0.006035076454281807,0.021167363971471786,0.016531016677618027,0.012947333976626396,0.013390426523983479,0.01698288321495056,0.003663042327389121,0.008853944949805737,0.0052762702107429504,0.09198827296495438,0.10596076399087906
