Image,True_WNID,True_Label,First_Top1_WNID,First_Top1_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_2032,n02231487,"walking stick, walkingstick, stick insect",n02206856,bee,0.18543162941932678,0.013483742251992226,0.005013089627027512,0.006065883673727512,0.004144820850342512,0.0018188219983130693,0.0015549277886748314,0.001327213365584612,0.00021893462690059096,1.5075173678269493e-06,5.063333574639728e-08,5.684711368303397e-07
Image_2033,n02231487,"walking stick, walkingstick, stick insect",n02206856,bee,0.5503448843955994,0.030289508402347565,0.0064131650142371655,0.006438543554395437,0.006048210896551609,0.005820238031446934,0.0061907959170639515,0.00894575472921133,0.005452606361359358,6.531716644531116e-05,8.764938996819183e-08,6.669774510470461e-09
Image_2034,n02231487,"walking stick, walkingstick, stick insect",n02206856,bee,0.5627559423446655,0.02587561123073101,0.007067999802529812,0.006981644779443741,0.004911056719720364,0.002899443032220006,0.0029738913290202618,0.0030838907696306705,0.0013916599564254284,0.00039064453449100256,0.000286445370875299,7.763255416648462e-05
Image_2035,n02231487,"walking stick, walkingstick, stick insect",n02206856,bee,0.395307332277298,0.02280520647764206,0.008869750425219536,0.008848912082612514,0.0038882363587617874,0.0033333126921206713,0.0036058968398720026,0.003407794516533613,0.0006786374724470079,4.135283234063536e-06,7.277625968526991e-07,4.086631633981597e-06
Image_2036,n02231487,"walking stick, walkingstick, stick insect",n02395406,"hog, pig, grunter, squealer, Sus scrofa",0.14966119825839996,0.003862471552565694,0.007393485400825739,0.027003375813364983,0.06758008152246475,0.04627081751823425,0.032099399715662,0.019499892368912697,0.013123399578034878,6.353933713398874e-06,1.053327647326796e-08,4.693018751389388e-10
Image_2037,n02231487,"walking stick, walkingstick, stick insect",n02206856,bee,0.4383508861064911,0.026520943269133568,0.007262218743562698,0.007758557330816984,0.006420252379029989,0.005917425733059645,0.007760295644402504,0.011197441257536411,0.004239768721163273,3.814605952356942e-05,7.149926659621997e-07,2.308022857278047e-07
Image_2038,n02231487,"walking stick, walkingstick, stick insect",n02206856,bee,0.45557305216789246,0.04232151433825493,0.009919567964971066,0.010011930018663406,0.004842391237616539,0.0036455667577683926,0.008145314641296864,0.007382414769381285,0.0039341333322227,3.0647413950646296e-05,8.078712312453717e-07,8.306865311169531e-07
Image_2039,n02231487,"walking stick, walkingstick, stick insect",n02206856,bee,0.24352991580963135,0.019144713878631592,0.005656369961798191,0.0055339946411550045,0.0038864342495799065,0.002708311192691326,0.0028084316290915012,0.0023802705109119415,0.0017788929399102926,4.3896732677239925e-05,5.764063462265767e-05,1.0542980817263015e-05
Image_2040,n02231487,"walking stick, walkingstick, stick insect",n02206856,bee,0.26624470949172974,0.013025488704442978,0.004441669210791588,0.004790932405740023,0.0023953565396368504,0.0013927167747169733,0.0011741927592083812,0.0006776018999516964,0.0009609921835362911,1.6118385246954858e-05,2.0452776880119927e-05,0.00010691890929592773
Image_2041,n02231487,"walking stick, walkingstick, stick insect",n02206856,bee,0.18280455470085144,0.022658497095108032,0.006793337874114513,0.007926411926746368,0.004705613479018211,0.005033039953559637,0.00564913172274828,0.007491591386497021,0.008153618313372135,0.0005662839976139367,0.00030307876295410097,7.098646165104583e-05
Image_2042,n02231487,"walking stick, walkingstick, stick insect",n02403003,ox,0.16985318064689636,0.18278345465660095,0.05069031938910484,0.03413223847746849,0.026213787496089935,0.060108669102191925,0.13247054815292358,0.02636641077697277,0.0021553258411586285,3.5858849969372386e-06,5.180988438269196e-08,4.1524155641736726e-11
Image_2043,n02231487,"walking stick, walkingstick, stick insect",n02403003,ox,0.21174053847789764,0.2125389128923416,0.050198931246995926,0.05993844196200371,0.03637060523033142,0.07149107754230499,0.1425284594297409,0.06756139546632767,0.026503916829824448,0.0006159576587378979,3.499004742479883e-05,5.352233984012855e-06
Image_2044,n02231487,"walking stick, walkingstick, stick insect",n02206856,bee,0.4416148364543915,0.023130416870117188,0.005835189949721098,0.005356065463274717,0.0031389708165079355,0.002642093226313591,0.004939963575452566,0.00646734656766057,0.004016627557575703,3.900542651535943e-05,3.953872784734358e-09,1.3834577927696046e-10
Image_2045,n02231487,"walking stick, walkingstick, stick insect",n02403003,ox,0.18790099024772644,0.10226214677095413,0.02704169787466526,0.032483771443367004,0.017428316175937653,0.0348745658993721,0.05050082132220268,0.0227422583848238,0.002879165578633547,8.70470921654487e-06,1.549400678868551e-07,1.656267478722384e-08
Image_2046,n02231487,"walking stick, walkingstick, stick insect",n02206856,bee,0.458490788936615,0.019794827327132225,0.006073835305869579,0.006075005978345871,0.0035009589046239853,0.002004526322707534,0.0017202891176566482,0.0014408547431230545,0.00047791743418201804,4.791829724126728e-06,3.9515492744612857e-07,7.33476923642229e-08
Image_2047,n02231487,"walking stick, walkingstick, stick insect",n02403003,ox,0.18156886100769043,0.0954059511423111,0.020660823211073875,0.023646466434001923,0.023540975525975227,0.0450875386595726,0.056676264852285385,0.026320451870560646,0.003426958341151476,6.112019764259458e-05,3.0143037292873487e-06,6.317388852039585e-07
Image_2048,n02231487,"walking stick, walkingstick, stick insect",n02206856,bee,0.23599225282669067,0.024063898250460625,0.008145744912326336,0.007744805421680212,0.005154765211045742,0.005041742231696844,0.005735529121011496,0.003372487146407366,0.004795316141098738,0.00017008197028189898,0.00012690757284872234,9.432355727767572e-05
Image_2049,n02231487,"walking stick, walkingstick, stick insect",n02206856,bee,0.18714487552642822,0.011412560939788818,0.004187778569757938,0.004714679904282093,0.002840160857886076,0.0016306776087731123,0.002420802367851138,0.001059302012436092,0.0013492602156475186,2.07462962862337e-05,9.273822797695175e-05,0.000257498788414523
Image_2050,n02231487,"walking stick, walkingstick, stick insect",n02403003,ox,0.15957769751548767,0.18107259273529053,0.034382522106170654,0.028764020651578903,0.02437490224838257,0.02864711359143257,0.04225167632102966,0.023162344470620155,0.005737927742302418,1.0510489119042177e-05,3.9925671444507316e-06,6.348982424242422e-07
Image_2051,n02233338,"cockroach, roach",n02206856,bee,0.3025508224964142,0.030630970373749733,0.008592850528657436,0.009366249665617943,0.0054964036680758,0.004592210054397583,0.007141150534152985,0.0017682356992736459,0.0007300873985514045,0.00016075254825409502,0.00017494798521511257,0.0012721033999696374
Image_2052,n02233338,"cockroach, roach",n02206856,bee,0.4296640455722809,0.024040471762418747,0.005536213051527739,0.005121729336678982,0.0032357724849134684,0.00216511613689363,0.0018750362796708941,0.002261957386508584,0.0011294280411675572,8.097301906673238e-05,6.746775397914462e-06,2.899239188991487e-05
Image_2053,n02233338,"cockroach, roach",n02403003,ox,0.19628354907035828,0.14112216234207153,0.027914756909012794,0.029897231608629227,0.024169422686100006,0.041486240923404694,0.05756301060318947,0.036689892411231995,0.02329617738723755,3.817121614702046e-05,3.654901956906542e-05,4.730898581328802e-06
Image_2054,n02233338,"cockroach, roach",n02403003,ox,0.1902267038822174,0.17517614364624023,0.030553998425602913,0.035184986889362335,0.028718160465359688,0.06499239802360535,0.0552070215344429,0.023211821913719177,0.002129680011421442,3.7173160194470256e-07,5.18699572182868e-09,2.758785644374484e-09
Image_2055,n02233338,"cockroach, roach",n02206856,bee,0.23759250342845917,0.018479039892554283,0.005495382938534021,0.006623924244195223,0.0047972495667636395,0.0036603163462132215,0.0024811187759041786,0.001006319303996861,0.00042744172969833016,0.00014866128913126886,0.00035935116466134787,0.00022228588932193816
Image_2056,n02233338,"cockroach, roach",n02403003,ox,0.20263293385505676,0.18973176181316376,0.03303780034184456,0.03884725645184517,0.03302788361907005,0.04976050555706024,0.08489769697189331,0.054407812654972076,0.012735632248222828,0.0038086629938334227,0.00013959044008515775,2.0771369690919528e-06
Image_2057,n02233338,"cockroach, roach",n02206856,bee,0.29299139976501465,0.01908244378864765,0.0056767892092466354,0.006681531202048063,0.0040596467442810535,0.0018676200415939093,0.004615229554474354,0.003591532353311777,0.007610097993165255,0.0006608447874896228,0.0009643100202083588,0.0037699025124311447
Image_2058,n02233338,"cockroach, roach",n02403003,ox,0.2110273241996765,0.12101240456104279,0.018605094403028488,0.024680858477950096,0.0174469742923975,0.02371230721473694,0.044581469148397446,0.013459516689181328,0.00041403452632948756,1.508233026470407e-06,4.984520387552038e-07,9.536615941385662e-10
Image_2059,n02233338,"cockroach, roach",n02206856,bee,0.17674507200717926,0.020455142483115196,0.006269566249102354,0.006395519245415926,0.004117484204471111,0.0050997501239180565,0.010130591690540314,0.010356930084526539,0.019677478820085526,0.00048529921332374215,0.003487316193059087,0.13893240690231323
Image_2060,n02233338,"cockroach, roach",n02403003,ox,0.18956564366817474,0.14953869581222534,0.027553360909223557,0.027616849169135094,0.02531464211642742,0.038753949105739594,0.06060782074928284,0.025262396782636642,0.007727285847067833,0.0006785872974433005,0.00019650757894851267,0.00013258535182103515
Image_2061,n02233338,"cockroach, roach",n02403003,ox,0.1786319762468338,0.11092432588338852,0.019172050058841705,0.023626230657100677,0.02349080890417099,0.039428163319826126,0.08219385892152786,0.045005131512880325,0.007744693662971258,0.00039061365532688797,4.243406874593347e-05,2.6647476261132397e-06
Image_2062,n02233338,"cockroach, roach",n02206856,bee,0.20288075506687164,0.016671543940901756,0.005110783036798239,0.0049246083945035934,0.0026342133060097694,0.001381701324135065,0.0010913870064541698,0.0005752976285293698,0.0007365749916061759,1.797504592104815e-05,3.435180042288266e-05,0.00016556768969167024
Image_2063,n02233338,"cockroach, roach",n02403003,ox,0.19997356832027435,0.08391887694597244,0.013091592118144035,0.01804489456117153,0.010235760360956192,0.0070730852894485,0.03182372823357582,0.02318631112575531,0.012481682002544403,0.000224149291170761,2.325200057384791e-06,1.2872163779320545e-08
Image_2064,n02233338,"cockroach, roach",n02403003,ox,0.19337595999240875,0.08132055401802063,0.018406378105282784,0.019695507362484932,0.016541738063097,0.0174702201038599,0.052957482635974884,0.027996499091386795,0.011890692636370659,6.449042848544195e-05,8.588245691498742e-06,1.9692289754402736e-07
Image_2065,n02233338,"cockroach, roach",n02403003,ox,0.2184593826532364,0.13725817203521729,0.026223406195640564,0.03343284875154495,0.02769063040614128,0.0354948416352272,0.06854812055826187,0.03646353632211685,0.02770770899951458,0.0037719239480793476,0.006101105362176895,0.00017497317458037287
Image_2066,n02233338,"cockroach, roach",n02403003,ox,0.22811274230480194,0.10571114718914032,0.017231034114956856,0.02332760952413082,0.02287791296839714,0.025659756734967232,0.08658502250909805,0.09073341637849808,0.013234106823801994,1.5124145647860132e-05,1.3684761768217868e-07,3.0365800984810676e-09
Image_2067,n02233338,"cockroach, roach",n02206856,bee,0.16371126472949982,0.014824148267507553,0.0053334347903728485,0.006135703530162573,0.003580915741622448,0.002698414260521531,0.0014503936981782317,0.0006847106269560754,0.0006274800398387015,8.638687722850591e-05,5.840360972797498e-05,0.0004136182542424649
Image_2068,n02233338,"cockroach, roach",n02206856,bee,0.1717890501022339,0.01493515633046627,0.004045822191983461,0.0047386749647557735,0.0035636380780488253,0.001895235967822373,0.0013063106453046203,0.000703276542481035,0.00039702109643258154,5.791625881101936e-06,3.959370224038139e-05,5.953135769232176e-05
Image_2069,n02233338,"cockroach, roach",n02403003,ox,0.17066575586795807,0.08710026741027832,0.020053841173648834,0.020943516865372658,0.020986713469028473,0.03210566192865372,0.03683960810303688,0.030336536467075348,0.0048691993579268456,3.5514826777216513e-06,8.880643775910357e-08,6.219277870478379e-10
Image_2070,n02233338,"cockroach, roach",n02403003,ox,0.1665000170469284,0.09978687763214111,0.0331573449075222,0.03610596805810928,0.026527544483542442,0.04710472747683525,0.08699510246515274,0.04400791972875595,0.019371135160326958,8.762339712120593e-05,2.153823970729718e-06,1.5973636635635557e-08
Image_2071,n02233338,"cockroach, roach",n02403003,ox,0.1943066269159317,0.06731968373060226,0.011254181154072285,0.012400543317198753,0.010095886886119843,0.01116191130131483,0.03555638715624809,0.03572570160031319,0.008366488851606846,0.00047297857236117125,4.871965302299941e-06,1.1575292546694982e-07
Image_2072,n02233338,"cockroach, roach",n02403003,ox,0.1816929131746292,0.06168423965573311,0.021497486159205437,0.020522465929389,0.01588848978281021,0.01022906880825758,0.0158269964158535,0.010218637995421886,0.0034249580930918455,0.00039541348814964294,0.0006228784332051873,1.095137236006849e-06
Image_2073,n02233338,"cockroach, roach",n02403003,ox,0.20063632726669312,0.17556418478488922,0.053514331579208374,0.0501684844493866,0.0284398403018713,0.05841497331857681,0.06859680265188217,0.02575305476784706,0.008189099840819836,0.00021746956917922944,0.000721840828191489,0.00024663974181748927
Image_2074,n02233338,"cockroach, roach",n02403003,ox,0.2030615359544754,0.18555651605129242,0.028599437326192856,0.030639298260211945,0.0262267105281353,0.03747197613120079,0.058415304869413376,0.0295113455504179,0.01734301447868347,0.0012529103551059961,0.0004461016214918345,1.5414654626511037e-05
Image_2075,n02233338,"cockroach, roach",n02403003,ox,0.18074412643909454,0.1417027711868286,0.02624218910932541,0.026877829805016518,0.022824857383966446,0.03971511498093605,0.06878794729709625,0.042080655694007874,0.015390079468488693,0.0007397860754281282,0.00012899041757918894,1.7300483534654632e-07
Image_2076,n02233338,"cockroach, roach",n02206856,bee,0.19075830280780792,0.015382250770926476,0.005626843310892582,0.006089986767619848,0.004441568627953529,0.0034442218020558357,0.0025618697982281446,0.0018447065958753228,0.001390316872857511,2.9396990157692926e-06,3.375877895450685e-06,2.4357093934668228e-05
Image_2077,n02233338,"cockroach, roach",n02403003,ox,0.20728573203086853,0.1328069567680359,0.036365944892168045,0.03493814915418625,0.03333727642893791,0.04040319100022316,0.0451355017721653,0.025113660842180252,0.011945506557822227,0.00011755119339795783,1.401710687787272e-05,6.780525723115716e-07
Image_2078,n02233338,"cockroach, roach",n02403003,ox,0.16431747376918793,0.06218333914875984,0.0149159524589777,0.016453517600893974,0.016476262360811234,0.017161034047603607,0.03153146058320999,0.01145944558084011,0.002212514402344823,0.00018115979037247598,0.0006613894365727901,1.4490834473690484e-05
Image_2079,n02233338,"cockroach, roach",n02403003,ox,0.17178137600421906,0.18089792132377625,0.04395165294408798,0.03853853791952133,0.032333917915821075,0.06115652248263359,0.08427604287862778,0.033136025071144104,0.010399339720606804,5.519856858882122e-05,2.9678538339794613e-05,1.0104257341936318e-07
Image_2080,n02233338,"cockroach, roach",n02206856,bee,0.24923795461654663,0.016685597598552704,0.004926669877022505,0.005231844261288643,0.0035107634030282497,0.0023345116060227156,0.002354835392907262,0.002171529456973076,0.001046651741489768,2.313265895281802e-06,4.3976035613013664e-07,6.784079687349731e-06
Image_2081,n02233338,"cockroach, roach",n02206856,bee,0.1824522763490677,0.019850341603159904,0.005829059984534979,0.005541597958654165,0.005071951542049646,0.00316868769004941,0.006034728139638901,0.003917902708053589,0.0019814984407275915,6.016388215357438e-05,0.00032412176369689405,0.00011776852625189349
Image_2082,n02233338,"cockroach, roach",n02206856,bee,0.22335585951805115,0.014461132697761059,0.004642160143703222,0.005282744765281677,0.0043116468004882336,0.002086310414597392,0.002412685425952077,0.0024524179752916098,0.0021804918069392443,3.0407712984015234e-05,1.8381193513050675e-05,2.366040916967904e-06
Image_2083,n02233338,"cockroach, roach",n02395406,"hog, pig, grunter, squealer, Sus scrofa",0.14065124094486237,0.002625692170113325,0.005173740908503532,0.02484588883817196,0.06933388859033585,0.033992331475019455,0.0297792199999094,0.02521369978785515,0.011643709614872932,6.0838257923023775e-05,1.195155164168682e-05,2.7295263862470165e-06
Image_2084,n02233338,"cockroach, roach",n02403003,ox,0.19162705540657043,0.09651308506727219,0.01911909319460392,0.02662845142185688,0.020673763006925583,0.027124326676130295,0.05642521753907204,0.04622367024421692,0.012470249086618423,8.954357326729223e-06,8.370825526071712e-06,7.356261022550825e-08
Image_2085,n02233338,"cockroach, roach",n02403003,ox,0.1758667528629303,0.21258226037025452,0.050829943269491196,0.046201225370168686,0.03280142322182655,0.07466833293437958,0.0693819597363472,0.03369404748082161,0.025756126269698143,0.00024318638315889984,0.0002831821038853377,2.9516568247345276e-05
Image_2086,n02233338,"cockroach, roach",n02403003,ox,0.18074777722358704,0.19747143983840942,0.05249939486384392,0.05787017196416855,0.03517725691199303,0.05833251029253006,0.0672517791390419,0.025329871103167534,0.0032589873299002647,1.0312960512237623e-05,6.172612756927265e-06,1.2406178484525299e-06
Image_2087,n02233338,"cockroach, roach",n02403003,ox,0.1997992992401123,0.07502317428588867,0.013004944659769535,0.01494685374200344,0.015082928352057934,0.02226693369448185,0.033683277666568756,0.021279459819197655,0.006589086260646582,0.00038837757892906666,0.0004346258065197617,2.024152308877092e-05
Image_2088,n02233338,"cockroach, roach",n02403003,ox,0.1720156967639923,0.18471215665340424,0.04217047244310379,0.03833732008934021,0.030465690419077873,0.05250222980976105,0.06710498034954071,0.0329514741897583,0.009776891209185123,0.00046392661170102656,0.0004393970884848386,3.0856226658215746e-05
Image_2089,n02233338,"cockroach, roach",n02206856,bee,0.1875344067811966,0.018616847693920135,0.006278757005929947,0.006536039058119059,0.004528018645942211,0.0031638320069760084,0.0025955834425985813,0.0011482826666906476,0.0015562421176582575,0.00010114309407072142,0.0014804753009229898,0.0007391656981781125
Image_2090,n02233338,"cockroach, roach",n02206856,bee,0.20974887907505035,0.018447065725922585,0.005356930661946535,0.005169376265257597,0.0035351677797734737,0.0032870362047106028,0.0034583185333758593,0.0019743822049349546,0.003159463405609131,0.0021941643208265305,0.001652283943258226,8.545477612642571e-05
Image_2091,n02233338,"cockroach, roach",n02403003,ox,0.18121731281280518,0.17322786152362823,0.037160519510507584,0.03539329767227173,0.029642852023243904,0.04808604717254639,0.08050116151571274,0.04254133999347687,0.006785704754292965,0.0004771419335156679,0.000592700787819922,0.00011479987006168813
Image_2092,n02233338,"cockroach, roach",n02403003,ox,0.1873396784067154,0.10447084158658981,0.03332552686333656,0.04001297429203987,0.027916623279452324,0.049661025404930115,0.06343434751033783,0.03091122955083847,0.013235228136181831,0.00013889902038499713,1.785968925105408e-05,9.501397357780661e-07
Image_2093,n02233338,"cockroach, roach",n02206856,bee,0.2499270886182785,0.021419363096356392,0.00626215897500515,0.007854841649532318,0.006037180777639151,0.0071245781145989895,0.010059372521936893,0.006557026877999306,0.006763672921806574,0.0015871281502768397,0.008181278593838215,0.0036462813150137663
Image_2094,n02233338,"cockroach, roach",n02403003,ox,0.1422741413116455,0.11371687799692154,0.03861680626869202,0.04065767675638199,0.02796262875199318,0.04414777830243111,0.09768211841583252,0.04276107996702194,0.008864537812769413,0.00011121081479359418,1.8178565142079606e-06,5.648245426925769e-09
Image_2095,n02233338,"cockroach, roach",n02403003,ox,0.17937076091766357,0.22351454198360443,0.04003595560789108,0.042210958898067474,0.026932619512081146,0.03877038136124611,0.06334637850522995,0.04937952384352684,0.012518246658146381,0.0002632319228723645,1.27220528156613e-06,2.5618842602881386e-09
Image_2096,n02233338,"cockroach, roach",n02403003,ox,0.17825394868850708,0.19736553728580475,0.03409133106470108,0.03550475463271141,0.036034438759088516,0.08842864632606506,0.1509932577610016,0.06407937407493591,0.015365836210548878,0.00046728484448976815,0.0030644533690065145,4.576360515784472e-05
Image_2097,n02233338,"cockroach, roach",n02403003,ox,0.15886741876602173,0.17552565038204193,0.05084914714097977,0.048552028834819794,0.03792364522814751,0.055367302149534225,0.05321437865495682,0.02659452147781849,0.014896397478878498,5.791582225356251e-05,0.00011622990859905258,6.438959189836169e-06
Image_2098,n02233338,"cockroach, roach",n02403003,ox,0.20140312612056732,0.09851202368736267,0.017822783440351486,0.027746178209781647,0.017982427030801773,0.017490023747086525,0.030876044183969498,0.028056815266609192,0.005295035429298878,2.769914863165468e-05,8.437458745902404e-05,3.451410884736106e-05
Image_2099,n02233338,"cockroach, roach",n02403003,ox,0.20686554908752441,0.13296863436698914,0.03341229632496834,0.04451393336057663,0.026262067258358,0.033643972128629684,0.10728199034929276,0.03360304608941078,0.011482615023851395,2.5653946067905053e-05,3.352960447955411e-06,3.2604031474647854e-08
Image_2100,n02233338,"cockroach, roach",n02403003,ox,0.21288356184959412,0.1494283527135849,0.03070880100131035,0.04763254150748253,0.034825559705495834,0.05534672737121582,0.10277755558490753,0.06312195211648941,0.037432871758937836,3.572042260202579e-05,1.426896415068768e-05,1.5427651760546723e-06
Image_2101,n02236044,"mantis, mantid",n02403003,ox,0.19558648765087128,0.08334862440824509,0.01846580021083355,0.023234274238348007,0.019580824300646782,0.016811490058898926,0.03379667550325394,0.008091283030807972,0.002921390114352107,8.537237590644509e-05,0.00020059349481016397,1.2420313396432903e-05
Image_2102,n02236044,"mantis, mantid",n02206856,bee,0.2940438687801361,0.024290120229125023,0.00645558163523674,0.007347459904849529,0.004181282129138708,0.0063013359904289246,0.0091364411637187,0.014143220148980618,0.026172542944550514,0.0002141937438864261,7.385505796264624e-06,5.257072643871652e-06
Image_2103,n02236044,"mantis, mantid",n02206856,bee,0.41510528326034546,0.023178167641162872,0.00620144372805953,0.007414401043206453,0.003668137127533555,0.003825451247394085,0.0073462785221636295,0.009479071944952011,0.0113840252161026,0.0003537260345183313,2.0376057818793925e-06,5.6155063248297665e-06
Image_2104,n02236044,"mantis, mantid",n02403003,ox,0.1975865513086319,0.10604257136583328,0.017275705933570862,0.020845308899879456,0.0187925286591053,0.036057326942682266,0.08204153925180435,0.059022676199674606,0.00794639065861702,0.00021140171156730503,2.8312308131717145e-05,1.542752215755172e-05
Image_2105,n02236044,"mantis, mantid",n02206856,bee,0.27820518612861633,0.013348285108804703,0.004034379031509161,0.004779390059411526,0.0027105421759188175,0.0012516172137111425,0.0008451533503830433,0.000397943367715925,0.00023915247584227473,1.2839150258514564e-06,1.5652995344339615e-08,2.755498273998569e-09
Image_2106,n02236044,"mantis, mantid",n02206856,bee,0.5839611291885376,0.02793777734041214,0.00911574438214302,0.009543044492602348,0.004411045927554369,0.004347586538642645,0.008089563809335232,0.00874056201428175,0.010762915015220642,0.00013158148794900626,7.906915925559588e-06,3.6280484891904052e-06
Image_2107,n02236044,"mantis, mantid",n02206856,bee,0.12533949315547943,0.05303797125816345,0.01930084079504013,0.022812487557530403,0.0128848971799016,0.010684396140277386,0.030784543603658676,0.05634024366736412,0.16978369653224945,0.000925504311453551,7.1578742790734395e-06,2.2505406604977907e-07
Image_2108,n02236044,"mantis, mantid",n02206856,bee,0.44578009843826294,0.042531244456768036,0.012795969843864441,0.013168306089937687,0.0069090924225747585,0.006865775678306818,0.01027870737016201,0.006319830194115639,0.00958962831646204,0.006083697080612183,0.010790571570396423,0.003929424565285444
Image_2109,n02236044,"mantis, mantid",n02403003,ox,0.20260459184646606,0.11955729871988297,0.026492010802030563,0.02751266025006771,0.01794169284403324,0.04384183511137962,0.10346633940935135,0.06462951004505157,0.0013778720749542117,4.341467558788281e-07,4.110406734980643e-07,8.850389865422414e-10
Image_2110,n02236044,"mantis, mantid",n02206856,bee,0.4850539267063141,0.017834577709436417,0.005492146126925945,0.004793038126081228,0.003908902872353792,0.003218989819288254,0.0031858375295996666,0.0035191422794014215,0.004938588012009859,2.9541431558754994e-06,4.489697225107392e-10,5.953550586551559e-12
Image_2111,n02236044,"mantis, mantid",n01641577,"bullfrog, Rana catesbeiana",0.14101842045783997,0.029538968577980995,0.008530215360224247,0.006929477676749229,0.007192377466708422,0.0029130426701158285,0.001911443774588406,0.007683261297643185,0.00177706906106323,6.538944035128225e-06,3.003966142500758e-08,4.2414530554424346e-08
Image_2112,n02236044,"mantis, mantid",n02403003,ox,0.19716568291187286,0.1415424942970276,0.02743295580148697,0.032032981514930725,0.026128754019737244,0.06734677404165268,0.09729357808828354,0.05663158372044563,0.025099672377109528,6.629449217143701e-06,1.2588039055572153e-07,7.035425020340824e-10
Image_2113,n02236044,"mantis, mantid",n02206856,bee,0.1684820055961609,0.018728403374552727,0.0065041957423090935,0.006630695424973965,0.006306041497737169,0.005044162273406982,0.00619793776422739,0.008536448702216148,0.002158240880817175,5.518872967513744e-06,4.1528500105414423e-07,6.733629476229908e-08
Image_2114,n02236044,"mantis, mantid",n01641577,"bullfrog, Rana catesbeiana",0.16710928082466125,0.02256927825510502,0.01026544626802206,0.0068670595064759254,0.00939016230404377,0.005675417371094227,0.004457166884094477,0.014448575675487518,0.005513082258403301,1.9696986782946624e-05,7.150615211060085e-09,5.587414645541466e-12
Image_2115,n02236044,"mantis, mantid",n02206856,bee,0.250311017036438,0.015642516314983368,0.005085909739136696,0.006060783285647631,0.003209333634003997,0.0034221813548356295,0.006243342999368906,0.013463986106216908,0.01612810604274273,0.00029801693744957447,8.909680218494032e-06,1.7103488062275574e-05
Image_2116,n02236044,"mantis, mantid",n02206856,bee,0.20467765629291534,0.013083542697131634,0.0049535115249454975,0.0059579405933618546,0.0041686417534947395,0.00269759027287364,0.0028869137167930603,0.0015375709626823664,0.0008608227362856269,8.201588457268372e-07,1.147727468620019e-09,4.56399674997332e-11
Image_2117,n02236044,"mantis, mantid",n02206856,bee,0.2079644352197647,0.020826544612646103,0.006199837662279606,0.00746973417699337,0.004800225608050823,0.005380840506404638,0.008095482364296913,0.008959772065281868,0.007525549735873938,3.9323676901403815e-05,1.584544747856853e-06,1.8786644432111643e-05
Image_2118,n02236044,"mantis, mantid",n02403003,ox,0.19179421663284302,0.13884608447551727,0.03660710155963898,0.033368270844221115,0.023153012618422508,0.054981693625450134,0.09989111125469208,0.014738371595740318,0.0040638502687215805,3.5996572478325106e-06,1.319722855441796e-07,2.0996478156121157e-07
Image_2119,n02236044,"mantis, mantid",n02206856,bee,0.35890722274780273,0.022029364481568336,0.005620365031063557,0.005030486732721329,0.003410368226468563,0.0019707598257809877,0.001733490265905857,0.002343225758522749,0.0010105572873726487,6.387449957401259e-06,3.4883365174209757e-07,4.3308386210583194e-08
Image_2120,n02236044,"mantis, mantid",n02206856,bee,0.3841916620731354,0.024748720228672028,0.006668407469987869,0.0058694821782410145,0.004417899064719677,0.0033099213615059853,0.0036706544924527407,0.0032736219000071287,0.00253386446274817,3.7245830753818154e-05,4.430532499100082e-06,2.77203453151742e-05
Image_2121,n02236044,"mantis, mantid",n02403003,ox,0.18643289804458618,0.18249472975730896,0.04132382199168205,0.04031338915228844,0.033067766577005386,0.05098941549658775,0.06796205043792725,0.06106080114841461,0.03095957823097706,0.0027216747403144836,0.00039246282540261745,2.0200723156449385e-06
Image_2122,n02236044,"mantis, mantid",n02206856,bee,0.43396931886672974,0.025923732668161392,0.005932374857366085,0.007089363411068916,0.004146047867834568,0.003122071735560894,0.0023832733277231455,0.0020603183656930923,0.0012297539506107569,6.199402946549526e-07,8.360809822249848e-09,5.5669197251972946e-08
Image_2123,n02236044,"mantis, mantid",n02206856,bee,0.42354878783226013,0.015566980466246605,0.005140719469636679,0.005207694135606289,0.0024882557336241007,0.001182540669105947,0.0013169253943488002,0.003359665861353278,0.0023758290335536003,1.0228661267319694e-05,1.933311644108926e-08,6.389489493052736e-10
Image_2124,n02236044,"mantis, mantid",n02403003,ox,0.19363774359226227,0.08739407360553741,0.014177430421113968,0.016601374372839928,0.019310010597109795,0.03497674688696861,0.09210129082202911,0.033344704657793045,0.01058894582092762,0.0005067025194875896,3.4267097362317145e-05,1.3851848962076474e-05
Image_2125,n02236044,"mantis, mantid",n02403003,ox,0.1537303924560547,0.16799385845661163,0.03668484091758728,0.028722083196043968,0.024462508037686348,0.04067997261881828,0.05866002291440964,0.015937909483909607,0.004420296289026737,0.00014267655205912888,7.758721039863303e-05,5.5030891417118255e-06
Image_2126,n02236044,"mantis, mantid",n02206856,bee,0.41502055525779724,0.017435351386666298,0.004610639065504074,0.005405810195952654,0.003353220410645008,0.0029055089689791203,0.0032957906369119883,0.005190541036427021,0.0040701949037611485,7.006882515270263e-05,1.5973897689036676e-06,3.692855443659937e-06
