Image,True_WNID,True_Label,Third_Last_Top1_WNID,Third_Last_Top1_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_2676,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02486410,baboon,2.4427054086118005e-06,3.650392272902536e-06,4.307114068069495e-06,8.269956197182182e-06,1.3717947695113253e-05,1.2008291378151625e-05,5.191810123506002e-05,5.1973987865494564e-05,5.838472497998737e-05,0.00018216439639218152,0.0058523742482066154,0.0021570478565990925
Image_2677,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.675153811220298e-07,2.483340040271287e-07,1.813160395158775e-07,2.9525801892305026e-07,1.0319265584257664e-06,1.4676866157969926e-06,5.819732450618176e-06,3.011401986441342e-06,3.5748244044953026e-06,4.378690846351674e-06,8.670664101373404e-06,0.0624007023870945
Image_2678,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02486410,baboon,2.3576792500534793e-06,3.6118012758379336e-06,3.714199920068495e-06,4.925327175442362e-06,6.230316103028599e-06,5.40875771548599e-06,1.859590338426642e-05,1.2921563211421017e-05,3.0174389394233003e-05,3.508527152007446e-05,0.00039582696626894176,0.08175506442785263
Image_2679,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02415577,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",2.1421429075019205e-09,6.087913284602564e-09,2.9130211576244847e-09,4.510031015314553e-09,3.189651565094209e-08,3.609299881190964e-08,5.885787146553412e-08,6.001600638683158e-08,1.778111879957578e-08,1.1316008574624448e-08,1.998058536401004e-07,0.003988116513937712
Image_2680,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02788148,"bannister, banister, balustrade, balusters, handrail",5.270953238323273e-07,9.774048521649092e-07,4.4265487986194785e-07,1.1568441777853877e-06,2.300894720974611e-06,4.011827968497528e-06,6.573869995918358e-06,5.70792326470837e-06,1.7368118960803258e-06,2.406656221864978e-06,1.112215977627784e-05,0.08713490515947342
Image_2681,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02486410,baboon,2.2978051674726885e-06,3.47326908922696e-06,3.96760424337117e-06,6.02300178798032e-06,1.077052002074197e-05,5.802892246720148e-06,2.032029806287028e-05,1.9982200683443807e-05,3.0673771107103676e-05,4.777973663294688e-05,0.00043895418639294803,0.08566965162754059
Image_2682,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02410509,bison,0.011639617383480072,0.009600984863936901,0.006376203149557114,0.005410932470113039,0.004038379993289709,0.008325671777129173,0.009575084783136845,0.006164730526506901,0.005391665734350681,0.006431009154766798,0.05123378708958626,0.06680035591125488
Image_2683,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02486410,baboon,2.2769545466871932e-06,3.3278729461017065e-06,3.7866057027713396e-06,7.199511401267955e-06,1.3599573321698699e-05,8.594409337092657e-06,3.131100311293267e-05,3.4680084354477e-05,5.969941048533656e-05,9.047934145200998e-05,0.0010669215116649866,0.003991794306784868
Image_2684,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02486410,baboon,2.27300279220799e-06,3.486807372610201e-06,3.881382781401044e-06,6.382369974744506e-06,9.39610163186444e-06,6.472316727013094e-06,2.8467071388149634e-05,2.8004595151287504e-05,5.766176400356926e-05,7.721837755525485e-05,0.0003771800547838211,0.01283473614603281
Image_2685,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02814533,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",2.398300580352952e-07,3.835306188193499e-07,2.114929316121561e-07,3.096135969826719e-07,7.260801453412569e-07,1.3859785212844145e-06,7.210924195533153e-06,1.3464229596138466e-05,4.423529844643781e-06,6.753616617061198e-06,0.00013917620526626706,0.11057770997285843
Image_2686,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02113799,standard poodle,5.1292087022147825e-08,2.1137752881372762e-08,8.034771070697388e-09,1.0102375824772025e-08,1.8074143071089566e-08,2.88589561137087e-08,5.23186152179278e-08,9.584557147945816e-08,2.718128655487817e-07,4.6790435703769617e-07,1.583078847033903e-05,0.07814079523086548
Image_2687,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02486410,baboon,2.6354953206464415e-06,3.888854280376108e-06,4.683388397097588e-06,8.19932120066369e-06,1.3555616533267312e-05,1.2001810318906792e-05,4.4991571485297754e-05,3.663351162686013e-05,4.19458701799158e-05,0.00012713488831650466,0.0009192913421429694,0.14911355078220367
Image_2688,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02423022,gazelle,0.010274399071931839,0.005624944344162941,0.0038888263516128063,0.005545474588871002,0.006393984891474247,0.004431052599102259,0.005176888313144445,0.0029841784853488207,0.0051013329066336155,0.0062372712418437,0.0166454054415226,0.03408092260360718
Image_2689,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n03649909,"lawn mower, mower",2.7341056920704432e-05,2.231221333204303e-05,1.2285717275517527e-05,1.3283138287079055e-05,1.3744330317422282e-05,1.5384388461825438e-05,6.088564623496495e-05,0.00010015853331424296,0.0001049479833454825,9.75544098764658e-05,0.001673626247793436,0.07992091774940491
Image_2690,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n03838899,"oboe, hautboy, hautbois",7.829418609617278e-05,0.00010597566870274022,9.615557064535096e-05,7.907583494670689e-05,0.00020699975721072406,0.00028608913999050856,0.0004225642769597471,0.00014607766934204847,8.870429155649617e-05,0.0003474992699921131,0.0013265233719721437,0.09488911926746368
Image_2691,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n03599486,"jinrikisha, ricksha, rickshaw",3.433449819567613e-05,4.801853356184438e-05,4.438367250259034e-05,4.2300118366256356e-05,3.43224273819942e-05,0.00014624699542764574,0.00017344507796224207,0.00020163167209830135,8.887334843166173e-05,7.338532304856926e-05,0.0008320231572724879,0.001543191378004849
Image_2692,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02415577,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",1.7641983429683705e-09,5.788689527719271e-09,3.2385616410834928e-09,5.460672358736929e-09,3.0006972906448937e-08,2.874389259943655e-08,4.631418448752811e-08,4.809554354778811e-08,1.3440531354547147e-08,1.6091917132143863e-08,2.470392246323172e-07,0.05572294071316719
Image_2693,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n01882714,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",3.8067248908646434e-08,5.392101698475926e-08,6.291990217732746e-08,5.4605425958698106e-08,1.536744349550645e-07,1.3184845215619134e-07,8.300837635033531e-07,8.094550025816716e-07,1.6558728930249345e-06,2.406262865406461e-06,3.10342111333739e-05,0.01922433450818062
Image_2694,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02423022,gazelle,0.006811130326241255,0.004302106332033873,0.003573015797883272,0.005672745406627655,0.005772124044597149,0.004440329037606716,0.005208360031247139,0.006233816500753164,0.0056212120689451694,0.005827100481837988,0.017285799607634544,0.0003855043323710561
Image_2695,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02791270,barbershop,0.005260720383375883,0.004740233067423105,0.0032010229770094156,0.004044494591653347,0.003731256118044257,0.0035179073456674814,0.005533862393349409,0.004138045012950897,0.004217590671032667,0.005503669381141663,0.01141572929918766,0.0655633956193924
Image_2696,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02486410,baboon,2.5602269033697667e-06,3.686644049594179e-06,4.205237019050401e-06,6.45904356133542e-06,1.0990544069500174e-05,6.560350811923854e-06,2.3827851691748947e-05,2.0773246433236636e-05,4.33908098784741e-05,8.835934568196535e-05,0.0019506054231896996,0.0815749540925026
Image_2697,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02415577,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",1.9768169323697293e-09,6.527518081611561e-09,3.233691314719067e-09,4.857684920978045e-09,2.7537883084960413e-08,5.047955298209672e-08,7.041797545070949e-08,4.187936752941823e-08,1.9912230087015814e-08,1.5656464569246964e-08,7.458042716734781e-08,0.03030099719762802
Image_2698,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02124075,Egyptian cat,4.4293861378719157e-07,6.481918717327062e-07,3.535850794378348e-07,7.784819899825379e-07,9.044505873134767e-07,1.6454760043416172e-06,2.630104972922709e-06,2.2962585717323236e-06,8.858223736751825e-07,1.196358198285452e-06,1.034377419273369e-05,0.003013747511431575
Image_2699,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n02504458,"African elephant, Loxodonta africana",3.268869619432735e-09,2.7361084509180955e-09,2.354652250957656e-09,2.755364381101799e-09,4.3821311024316856e-09,1.1162271107423294e-08,4.814387821738819e-08,2.7073614461414763e-08,3.6592908259081014e-08,9.443167670042385e-08,3.0754699764656834e-06,0.021914226934313774
Image_2700,n02437312,"Arabian camel, dromedary, Camelus dromedarius",n03980874,poncho,0.008805040270090103,0.009058780036866665,0.010809005238115788,0.007761219050735235,0.012925558723509312,0.008571040816605091,0.010383431799709797,0.007207219023257494,0.00575213273987174,0.012676446698606014,0.024783426895737648,0.016892924904823303
Image_2701,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02481823,"chimpanzee, chimp, Pan troglodytes",6.774314442736795e-07,4.571876104364492e-07,3.9105196947275545e-07,4.387207468425913e-07,1.219381147166132e-06,1.7659638160694158e-06,6.921839940332575e-06,8.528454600309487e-06,1.540662196930498e-05,2.5744961021700874e-05,0.0003932391991838813,0.012105897068977356
Image_2702,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02481823,"chimpanzee, chimp, Pan troglodytes",6.384101993717195e-07,4.2953436718562443e-07,3.3414855238333985e-07,4.3404881466813094e-07,1.579533545736922e-06,2.1718367406720063e-06,8.641112799523398e-06,1.0062364708574023e-05,1.804858766263351e-05,4.939439895679243e-05,0.00206329976208508,0.009773540310561657
Image_2703,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02113799,standard poodle,4.650821239238212e-08,2.064715687311036e-08,7.1621091279894245e-09,9.29345578271068e-09,2.3855792008475873e-08,1.9088515657017524e-08,4.6343139104010334e-08,7.679010849415135e-08,3.856793568957073e-07,7.645970754310838e-07,1.8585860743769445e-05,0.09911442548036575
Image_2704,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",3.737126462510787e-05,4.338931103120558e-05,2.2743142835679464e-05,2.8909120374009944e-05,5.073599822935648e-05,2.994347050844226e-05,7.074762834236026e-05,5.495388904819265e-05,5.7231009122915566e-05,6.859667337266728e-05,0.0015312012983486056,0.027286885306239128
Image_2705,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n03977966,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",1.1147495797558804e-06,1.4382252402356244e-06,1.667972583163646e-06,2.3786258225300116e-06,4.602991339197615e-06,1.4212962923920713e-05,3.555101648089476e-05,4.40794465248473e-05,5.952242645435035e-05,5.525030064745806e-05,8.973354852059856e-05,0.06062797084450722
Image_2706,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02486410,baboon,2.345934262848459e-06,3.4966433304362e-06,3.7439351672219345e-06,6.236917670321418e-06,1.2139630598539952e-05,7.867132808314636e-06,2.3285569113795646e-05,2.006090471695643e-05,3.673314495244995e-05,2.697208765312098e-05,0.001137630781158805,0.030891604721546173
Image_2707,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02486410,baboon,2.3461452656192705e-06,3.3077283205784624e-06,3.511834620439913e-06,5.386283191910479e-06,8.684613931109197e-06,4.886136593995616e-06,1.4845486475678626e-05,1.2522047654783819e-05,3.161841232213192e-05,5.461242835735902e-05,0.0013961878139525652,0.14292103052139282
Image_2708,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n04023962,"punching bag, punch bag, punching ball, punchball",0.00017696335271466523,0.0001372473343508318,0.0001853691937867552,0.00019974252791143954,0.00038418357144109905,0.0005527010653167963,0.0008496476802974939,0.0006448380299843848,0.0005964485462754965,0.00029869109857827425,0.0014918536180630326,0.06957852095365524
Image_2709,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02509815,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",2.106625984765742e-09,9.23803877839191e-09,6.140899788675824e-09,1.5112014750684466e-08,2.1946540584849572e-08,4.424072841402449e-08,1.2670975024775544e-07,1.710614583316783e-07,1.8204234208951675e-07,9.946886336820171e-08,1.83072843356058e-05,0.0021773430053144693
Image_2710,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02165456,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",4.625476776709547e-06,7.241963430715259e-06,1.432106364518404e-05,1.209941092383815e-05,1.6547188351978548e-05,2.9825961973983794e-05,0.0001464039960410446,6.749090971425176e-05,4.896404061582871e-05,3.709053999045864e-05,8.257967419922352e-05,0.061136916279792786
Image_2711,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",3.714922786457464e-05,4.37411799794063e-05,2.325341120013036e-05,2.6867644919548184e-05,4.401522528496571e-05,3.080021997448057e-05,4.2982061131624505e-05,6.848113844171166e-05,8.18411135696806e-05,6.468455831054598e-05,0.003685551229864359,0.018849298357963562
Image_2712,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02486410,baboon,2.1376713448262308e-06,3.4626930300873937e-06,4.413381248014048e-06,8.609288670413662e-06,1.8434986486681737e-05,1.5569237802992575e-05,3.757697413675487e-05,2.792035047605168e-05,4.2860738176386803e-05,3.600074342102744e-05,0.0020378250628709793,0.024423206225037575
Image_2713,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02481823,"chimpanzee, chimp, Pan troglodytes",5.749317892878025e-07,4.288935429030971e-07,3.7063125546410447e-07,5.229791781857784e-07,2.7291689548292197e-06,2.8081574328098213e-06,1.2834221706725657e-05,9.297295946453232e-06,1.3863947060599457e-05,2.9314709536265582e-05,0.0005837921635247767,0.07129398733377457
Image_2714,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02481823,"chimpanzee, chimp, Pan troglodytes",7.024959245427453e-07,5.240621021584957e-07,5.334687216418388e-07,8.704554375071893e-07,2.7974051590717863e-06,4.276067556929775e-06,2.0651488739531487e-05,2.4331638996955007e-05,3.53688228642568e-05,7.444771472364664e-05,9.206058166455477e-05,0.035757485777139664
Image_2715,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02481823,"chimpanzee, chimp, Pan troglodytes",6.789884423596959e-07,5.141415044818132e-07,4.673556759371422e-07,6.508058163490205e-07,1.8727788528849487e-06,3.033896973647643e-06,8.30958379083313e-06,9.685114491730928e-06,1.0451908565300982e-05,2.7865791707881726e-05,0.00011488176824059337,0.12342984974384308
Image_2716,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02481823,"chimpanzee, chimp, Pan troglodytes",5.650338152918266e-07,4.768483563566406e-07,4.5386605052044615e-07,6.90276067416562e-07,4.071398052474251e-06,4.619431365426863e-06,1.4480318895948585e-05,1.4284516510087997e-05,1.9684819562826306e-05,4.567577343550511e-05,0.00039155600825324655,0.07487080246210098
Image_2717,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02481823,"chimpanzee, chimp, Pan troglodytes",6.096125275689701e-07,5.027241627431067e-07,4.83430483200209e-07,6.889347332617035e-07,4.436410108610289e-06,5.301721103023738e-06,1.655350934015587e-05,1.5444971722899936e-05,2.0399756976985373e-05,3.909398219548166e-05,0.00019057093595620245,0.08680964261293411
Image_2718,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02486410,baboon,2.161194515792886e-06,3.212098590665846e-06,3.912502052116906e-06,7.159252618293976e-06,1.0270270649925806e-05,5.8916411944665015e-06,2.3638927814317867e-05,2.1638870748574845e-05,4.0083559724735096e-05,5.646459976560436e-05,0.0025830967351794243,0.02369719371199608
Image_2719,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02666196,abacus,0.04055707901716232,0.04745010286569595,0.038875192403793335,0.042217664420604706,0.05721041187644005,0.06340864300727844,0.045590706169605255,0.04704387113451958,0.0471932552754879,0.0350097231566906,0.09611502289772034,0.0406392402946949
Image_2720,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",1.1791885299317073e-06,1.8162695596402045e-06,1.997022309296881e-06,1.50118228248175e-06,1.5908091199889896e-06,1.4683984090879676e-06,5.576656349148834e-06,4.075129709235625e-06,1.7665288396528922e-06,1.022921082949324e-06,2.9762273697997443e-05,0.12907053530216217
Image_2721,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02132136,"brown bear, bruin, Ursus arctos",2.498809863027418e-06,3.1872798444965156e-06,1.4388784848051728e-06,2.0917723304592073e-06,2.9959912808408262e-06,5.8650580285757314e-06,7.531533356086584e-06,1.9868997696903534e-05,3.6409252061275765e-05,5.92130163568072e-05,0.0018271001754328609,0.0027882657013833523
Image_2722,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02481823,"chimpanzee, chimp, Pan troglodytes",5.939578500147036e-07,4.075490380728297e-07,3.645749870884174e-07,5.804801048725494e-07,2.4506218778697075e-06,3.4835525184462313e-06,8.991687536763493e-06,1.1364531019353308e-05,1.3207397387304809e-05,1.4466235370491631e-05,0.0002641083556227386,0.006780629046261311
Image_2723,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02486410,baboon,2.2911931409907993e-06,3.5176469737052685e-06,4.072969204571564e-06,6.320743523247074e-06,9.070216037798673e-06,5.906908427277813e-06,2.2185882698977366e-05,1.2572427294799127e-05,2.8219326850376092e-05,3.530269532348029e-05,0.0006576984887942672,0.06241856515407562
Image_2724,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n04133789,sandal,0.004077016841620207,0.0033466354943811893,0.005170740187168121,0.004434417001903057,0.00421925587579608,0.005868531763553619,0.01039070263504982,0.013757127337157726,0.015320542268455029,0.030661525204777718,0.025047114118933678,0.043996743857860565
Image_2725,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02486410,baboon,2.280208946103812e-06,3.3843623441498494e-06,3.826688953267876e-06,6.644885615969542e-06,1.1838712453027256e-05,7.0582568696409e-06,3.4745306038530543e-05,2.4231752831838094e-05,4.8323196097044274e-05,5.534541924134828e-05,0.000548899988643825,0.04690298065543175
Image_2726,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02486410,baboon,2.235468855360523e-06,3.369097157701617e-06,3.7591657928714994e-06,6.230930466699647e-06,1.1054959941247944e-05,7.626827482454246e-06,2.4974224288598634e-05,1.0881627531489357e-05,2.375486474193167e-05,3.8817262975499034e-05,0.0010810686508193612,0.013956958428025246
Image_2727,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02486410,baboon,2.3376162516797194e-06,3.3379158139723586e-06,3.5260673030279577e-06,6.213776032382157e-06,1.0551984814810567e-05,8.403228093811776e-06,2.3621058062417433e-05,1.8278029529028572e-05,5.3565156122203916e-05,5.616885027848184e-05,0.0036398619413375854,0.0855821818113327
Image_2728,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n04023962,"punching bag, punch bag, punching ball, punchball",0.00015692734450567514,0.00013137614587321877,0.00019214738858863711,0.00023340068582911044,0.0004545375413727015,0.0004281151632312685,0.0007949760183691978,0.0006553526036441326,0.0005194490076974034,0.00027374326600693166,0.0018752695759758353,0.04916539415717125
Image_2729,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02486410,baboon,2.2747872208128683e-06,3.2425298286398174e-06,3.592238044802798e-06,5.389721536630532e-06,8.052415978454519e-06,7.787953109072987e-06,2.8626713174162433e-05,2.579290776338894e-05,4.305405673221685e-05,2.51934070547577e-05,0.0007840014295652509,0.053183067589998245
Image_2730,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02481823,"chimpanzee, chimp, Pan troglodytes",6.652186357314349e-07,4.78871697850991e-07,4.190330571418599e-07,4.610994892573217e-07,2.1415344235720113e-06,2.4753367142693605e-06,9.278617653762922e-06,8.326099305122625e-06,2.0901561583741568e-05,3.483517139102332e-05,0.0008582521695643663,0.08065173774957657
Image_2731,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n07753592,banana,0.0006200394709594548,0.00038267840864136815,0.00041991102625615895,0.0005157226114533842,0.000629045651294291,0.0006179194897413254,0.0010926228715106845,0.0007681574206799269,0.0012235165340825915,0.0019000807078555226,0.004556417930871248,0.0038579152897000313
Image_2732,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02486410,baboon,2.3247910121426685e-06,3.104784582319553e-06,3.6323640415503178e-06,7.203940185718238e-06,1.3097717783239204e-05,1.000129122985527e-05,4.4717875425703824e-05,3.71245332644321e-05,5.774973760708235e-05,8.089878247119486e-05,0.0016201253747567534,0.03122894838452339
Image_2733,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02481823,"chimpanzee, chimp, Pan troglodytes",6.287251608227962e-07,4.85160796870332e-07,4.2969151081706514e-07,6.775159704375255e-07,2.3235973003465915e-06,3.833242317341501e-06,1.0239791663479991e-05,9.053925168700516e-06,1.5401798009406775e-05,6.304835551418364e-05,0.0016648732125759125,0.008764615282416344
Image_2734,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",4.112717215321027e-05,4.485232784645632e-05,2.0883824618067592e-05,1.8073173123411834e-05,2.2620437448495068e-05,2.7538319045561366e-05,4.4669028284261e-05,3.6513964005280286e-05,3.106822623522021e-05,6.747890438418835e-05,0.0018734285840764642,0.10632461309432983
Image_2735,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02486410,baboon,2.4677531200723024e-06,3.4783754472300643e-06,4.3541995182749815e-06,7.068548711686162e-06,1.3553203643823508e-05,9.176508683594875e-06,4.3522049963939935e-05,3.497830039123073e-05,5.57966559426859e-05,6.52779926895164e-05,0.00046158890472725034,0.14287501573562622
Image_2736,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n03544143,hourglass,0.15419118106365204,0.15818291902542114,0.1686273068189621,0.22939930856227875,0.11262912303209305,0.06102745234966278,0.03959721326828003,0.05838124081492424,0.04739808291196823,0.028323329985141754,0.054822977632284164,0.028935769572854042
Image_2737,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02486410,baboon,2.252634658361785e-06,3.457283128227573e-06,4.04730235459283e-06,7.40797759135603e-06,1.2259754839760717e-05,8.508815881214105e-06,3.7717945815529674e-05,1.9534219973138534e-05,3.053290129173547e-05,3.050543637073133e-05,0.000572836201172322,0.007586159277707338
Image_2738,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02415577,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",2.1987052178928934e-09,7.1712875637786055e-09,3.2967388818860854e-09,5.037307904132149e-09,2.6203014868997343e-08,4.745450965515374e-08,8.552186869792422e-08,3.34610525953849e-08,1.7599015578184662e-08,1.1764790919244206e-08,1.8330695183976786e-07,0.10684560239315033
Image_2739,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02486410,baboon,2.0652385046560084e-06,3.253582008255762e-06,3.827202363027027e-06,8.18186435935786e-06,1.81738050741842e-05,1.2943411093147006e-05,2.417266478005331e-05,1.8625274606165476e-05,4.733213427243754e-05,4.6513265260728076e-05,0.0003893652465194464,0.016538407653570175
Image_2740,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02437312,"Arabian camel, dromedary, Camelus dromedarius",1.6752373932504838e-09,2.561518774868432e-09,9.207929418941774e-10,1.5806884690050538e-09,4.4869565840599535e-09,7.057034512314431e-09,1.2919102232444857e-08,3.05382563681178e-08,3.334844222990796e-08,1.948321681766174e-08,1.589746574381934e-07,0.06277164816856384
Image_2741,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02486410,baboon,2.2651486233371543e-06,3.2228397230937844e-06,3.934718279197114e-06,8.160474862961564e-06,1.762994179443922e-05,1.0841219591384288e-05,2.102558391925413e-05,1.3223631867731456e-05,3.0202640118659474e-05,4.575034836307168e-05,0.0003256179334130138,0.0056738900020718575
Image_2742,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02231487,"walking stick, walkingstick, stick insect",1.8843300253479356e-08,2.1635068847558614e-08,2.1483208101358287e-08,2.8862785939054447e-08,5.1477620388595824e-08,6.008084341146969e-08,6.347021894725913e-07,2.520274051676097e-07,2.1404284211712366e-07,2.934961287337501e-07,3.4280983527423814e-06,0.04487297683954239
Image_2743,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02364673,"guinea pig, Cavia cobaya",1.441070873742234e-10,2.868394410882047e-10,1.7926866935358277e-10,4.5350553867784527e-10,1.506058833200541e-09,1.4461933872667032e-09,1.8617422048450294e-09,4.900065686541666e-09,3.5409060128444025e-09,2.7199198449068263e-09,1.3764779538405492e-08,0.08620063215494156
Image_2744,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02486410,baboon,2.1397652290033875e-06,3.2354239465348655e-06,3.6886349334963597e-06,6.050512638466898e-06,1.1347350664436817e-05,6.699700861645397e-06,3.0235369194997475e-05,2.1590871256194077e-05,2.9364024157985114e-05,6.699988443870097e-05,0.0013606466818600893,0.0899069681763649
Image_2745,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n01882714,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",4.41859597799521e-08,6.246286687883185e-08,7.093010623293594e-08,6.09306312071567e-08,2.1808409655932337e-07,2.239342933307853e-07,1.1259289749432355e-06,7.84055941949191e-07,7.544710456386383e-07,1.7217627146237646e-06,4.237456596456468e-05,0.09060586988925934
Image_2746,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02481823,"chimpanzee, chimp, Pan troglodytes",6.389855684574286e-07,4.902730665889976e-07,4.5777986201755994e-07,7.372755135293119e-07,3.677965423776186e-06,3.3224855542357545e-06,1.725972288113553e-05,1.429265921615297e-05,2.0082841729163192e-05,6.108729576226324e-05,0.0007290301145985723,0.07534237205982208
Image_2747,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n02486410,baboon,2.4434609713352984e-06,3.424339411139954e-06,3.7417630665004253e-06,6.079611466702772e-06,1.1380350770195946e-05,1.117308966058772e-05,4.501377043197863e-05,3.6481553252087906e-05,6.268690049182624e-05,7.708812336204574e-05,0.0013387961080297828,0.03261101618409157
Image_2748,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n03355925,"flagpole, flagstaff",8.773713489063084e-08,5.3388859555525414e-08,4.960181243518491e-08,6.49825793175296e-08,1.323745095760387e-07,4.980908130391981e-08,6.018999698653715e-08,1.9700732423189038e-07,1.4863273634091456e-07,7.84801670761226e-07,1.6941880858212244e-06,0.032925888895988464
Image_2749,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",n03733131,maypole,0.022630278021097183,0.013720822520554066,0.024900605902075768,0.0167554821819067,0.025912044569849968,0.057997893542051315,0.10287833213806152,0.11992079764604568,0.043915633112192154,0.06206648424267769,0.2814198434352875,0.10979913175106049
