Image,True_WNID,True_Label,Random_WNID,Random_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_926,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n07715103,cauliflower,0.00019253739446867257,0.04518987610936165,0.0002707461826503277,4.5900625991635025e-05,0.010689056478440762,0.00507468543946743,4.541861926554702e-06,0.006355731748044491,3.6827139410888776e-05,1.1058637937821914e-05,5.357703230401967e-06,9.794298966880888e-05
Image_927,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n02321529,"sea cucumber, holothurian",0.007710416801273823,0.0004983313265256584,0.023774556815624237,3.421300061745569e-05,0.0011627230560407043,0.010600722394883633,0.00892449077218771,0.004188909195363522,1.1919029020646121e-05,5.872662222827785e-05,3.3275302939728135e-06,1.4935855885411797e-09
Image_928,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n03179701,desk,9.090376988751814e-05,6.009070602885913e-06,0.0008641282329335809,0.005750413518399,0.001883339835330844,0.06224479153752327,0.0003628868726082146,0.00014003731484990567,0.0001055476677720435,8.27821395432693e-07,7.005187541153646e-08,8.528767275750582e-11
Image_929,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n02056570,"king penguin, Aptenodytes patagonica",0.0013220302062109113,0.00020859208598267287,0.0006451577064581215,0.0019633781630545855,1.0472482244949788e-05,0.0020028729923069477,0.012516260147094727,0.002985080238431692,8.571994840167463e-06,6.510786533908686e-06,5.955146207270445e-07,3.368088585808948e-10
Image_930,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n01629819,"European fire salamander, Salamandra salamandra",9.552048868499696e-05,0.07434378564357758,0.014620720408856869,0.004893800709396601,0.0007197964587248862,0.0009615295566618443,0.0012662801891565323,0.003959866240620613,0.19361598789691925,1.7138874682132155e-05,3.3462693949104505e-08,1.0296901525874702e-10
Image_931,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n02165456,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",7.034520422166679e-06,3.1799783755559474e-05,0.00012267609417904168,4.619333412847482e-05,0.0008801412768661976,4.7136891225818545e-06,0.00033581122988834977,0.0005902076372876763,0.0014581962022930384,1.006141232551272e-07,4.5251933755707796e-08,5.837322625268371e-09
Image_932,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n03355925,"flagpole, flagstaff",2.5891184122883715e-05,3.820587608061032e-06,0.0015225375536829233,6.881207082187757e-05,0.0033069169148802757,0.0001035916357068345,0.0025352644734084606,0.0017486503347754478,1.001570672087837e-05,1.5451891158591025e-05,8.184156286006328e-08,8.187244020518847e-06
Image_933,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n04118538,rugby ball,0.0014583187876269221,0.0002739693154580891,0.020483937114477158,0.0013395012356340885,0.0005855650524608791,0.0006811369676142931,2.8169833967695013e-05,8.69136129040271e-05,4.1651514038676396e-05,5.201502062845975e-05,4.04676221421596e-08,0.00024218147154897451
Image_934,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n03980874,poncho,0.001388467731885612,4.8127018089871854e-05,6.588913493033033e-06,0.00046598960761912167,0.0005528930341824889,1.1994087799394038e-05,0.0094554852694273,0.0019512163707986474,4.836063089896925e-05,0.0013597403885796666,4.4610533223021775e-07,5.8355108194518834e-06
Image_935,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n07614500,"ice cream, icecream",0.000253106962190941,0.0399671345949173,5.981633876217529e-05,3.6532837839331478e-06,0.0014123482396826148,0.002005987334996462,0.006828853394836187,4.384588828543201e-05,1.4819214811723214e-05,0.00030822691041976213,1.1780040276576642e-09,1.000926896921328e-08
Image_936,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n01784675,centipede,0.0013994636246934533,0.07399459928274155,6.464733451139182e-05,9.19552767300047e-05,0.002559032989665866,0.015214134007692337,0.0002555734245106578,0.002827463438734412,0.04184148460626602,3.1934158073454455e-07,1.1208823025299353e-06,3.2494298918273046e-10
Image_937,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n02950826,cannon,9.039798169396818e-05,1.756482379278168e-05,4.6134107833495364e-05,0.00667292857542634,0.0029447919223457575,1.3606569154944737e-05,0.0026752306148409843,1.2637303370865993e-05,0.002507956465706229,0.01890592835843563,3.60596168320626e-05,0.00017741652845870703
Image_938,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n03992509,potter's wheel,6.995553576416569e-07,0.0002571122604422271,0.000220054920646362,3.693891630973667e-05,5.878476440557279e-05,0.006553460843861103,0.00019876468286383897,2.4503966415068135e-05,1.8899210772360675e-05,2.0851937733823434e-05,0.00010020951594924554,0.00033192793489433825
Image_939,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",0.00014181995356921107,0.0012760887620970607,0.0021286539267748594,0.00038612939533777535,0.0002992712252307683,0.0009219521307386458,0.0006580977351404727,0.021927079185843468,0.0004865670925937593,9.306229912908748e-05,1.4298361747933086e-06,2.4837498131091706e-05
Image_940,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n01774384,"black widow, Latrodectus mactans",0.00018687026749830693,0.00010363757610321045,0.004382861778140068,5.8310011809226125e-05,0.006851842161267996,0.008320906199514866,0.007092606741935015,0.0008162296726368368,0.001052742707543075,1.286703445657622e-05,3.4615116106806454e-08,1.9669285644674517e-10
Image_941,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n03584254,iPod,0.0019099228084087372,0.0003546963562257588,3.5921850212616846e-05,0.00022125481336843222,0.00013643068086821586,0.010931109078228474,0.012935109436511993,0.00047260557767003775,0.001982134999707341,9.23953757592244e-06,2.4545607857362484e-07,1.1511288278143184e-07
Image_942,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n03544143,hourglass,0.0004323988687247038,0.03278548642992973,0.0014244293561205268,8.880376299202908e-06,0.002541542984545231,0.09211698919534683,4.277419066056609e-05,0.00108616566285491,0.0022965192329138517,2.3413435883412603e-06,5.0089143769582734e-05,2.0404550014063716e-06
Image_943,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n04146614,school bus,9.99674648483051e-06,3.659864159999415e-05,0.08783630281686783,0.01314405258744955,0.0017569252522662282,0.051752228289842606,0.0002190607483498752,0.0415075421333313,1.972949803530355e-06,1.535046862954914e-06,3.768698408901372e-10,2.3086320355414358e-10
Image_944,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n03085013,"computer keyboard, keypad",1.4786172869207803e-05,0.00011333572183502838,0.0012199507327750325,4.313268436817452e-05,0.0006040862062945962,0.0010860704351216555,0.0011845167027786374,0.00023072323529049754,1.3516820217773784e-05,3.98121642319893e-07,8.365261261467083e-10,2.794537490302673e-09
Image_945,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n03637318,"lampshade, lamp shade",1.844572943809908e-05,5.597961353487335e-05,0.00013433696585707366,0.003898793365806341,0.0005138908745720983,0.00013442031922750175,0.0020086136646568775,0.0002463381097186357,5.688827150152065e-05,5.8531095419311896e-05,0.0002068597386823967,0.0014905172865837812
Image_946,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n04133789,sandal,0.014978705905377865,0.00012745929416269064,0.03895418718457222,0.00011072439519921318,9.642925579100847e-05,0.0009376256493851542,0.0009676374029368162,5.3042182116769254e-05,0.006433254107832909,3.1446215871255845e-05,2.6302495825802907e-07,0.002492183120921254
Image_947,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n03179701,desk,0.0006599108455702662,5.254789357422851e-05,0.0011617775307968259,2.5133724193437956e-05,0.00010060498607344925,0.0009517539292573929,0.00023198695271275938,0.00040832097874954343,0.0004903602530248463,4.3877474098508173e-08,1.6721408258035808e-08,1.24679861704044e-14
Image_948,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n02666196,abacus,8.905731374397874e-05,0.0004311554948799312,0.0017008075956255198,0.0006512688123621047,0.003567608306184411,0.007722838316112757,0.00031724991276860237,0.0009929942898452282,0.0006515940767712891,0.00011367614206392318,3.5569329703832864e-09,1.453720893662691e-10
Image_949,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n02226429,"grasshopper, hopper",0.03235120698809624,0.00013705540914088488,4.6898658183636144e-05,3.940281658287859e-06,0.00031851514359004796,0.0023876389022916555,0.002844823058694601,0.0008068945608101785,0.00021898459817748517,3.9061369534465484e-06,1.813002313610923e-06,6.212720472831279e-05
Image_950,n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n02206856,bee,0.043182000517845154,0.0019583310931921005,6.826742901466787e-05,5.6612163461977616e-05,0.0001406965748174116,0.007604340557008982,9.569926078256685e-06,0.006960337981581688,4.403620550874621e-06,4.050654752063565e-05,7.312108209589496e-06,5.183200755709549e-06
Image_951,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03599486,"jinrikisha, ricksha, rickshaw",2.185030643886421e-05,0.00013245514128357172,7.575726340292022e-05,5.5751919717295095e-05,8.00572379375808e-05,3.5350840335013345e-05,0.015094517730176449,0.0008016763022169471,0.0010979515500366688,3.0134924600133672e-06,1.1122935905660825e-09,1.8987246497292887e-10
Image_952,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03976657,pole,2.5274042059209023e-07,0.004693823400884867,0.0008449419983662665,0.0006706155254505575,0.0007343487814068794,0.000640439277049154,1.4697903679916635e-05,3.457538696238771e-05,0.009717490524053574,4.314854322728934e-06,7.144332000996734e-12,6.047718437152128e-10
Image_953,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n01917289,brain coral,5.4230786190601066e-06,1.777284523996059e-05,0.007471610326319933,4.6496341383317485e-05,0.002358934609219432,0.002189136343076825,0.001179283601231873,0.0009917651768773794,7.467301475116983e-05,1.8200381646238384e-06,3.905173784346516e-08,0.001920596812851727
Image_954,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03250847,drumstick,0.00446532666683197,0.00012008620979031548,0.03767414018511772,0.00021571267279796302,0.000131696360767819,0.013066093437373638,0.0038834407459944487,0.00018283010285813361,0.00016373432299587876,1.3959909210825572e-06,1.5188754698414186e-09,3.835886275282974e-09
Image_955,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n04596742,wok,0.0008140033460222185,0.05460264906287193,0.0012888251803815365,0.002879242179915309,0.00013723164738621563,3.939228190574795e-05,0.010759484954178333,0.0007062430959194899,0.0008626931812614202,0.0027714883908629417,1.4868732023387565e-07,0.010123995132744312
Image_956,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n04259630,sombrero,0.0004914553719572723,0.0002935184456873685,0.009939178824424744,4.878612162428908e-05,0.0027973849792033434,0.0009952876716852188,0.00025086230016313493,4.622225969797e-05,0.0036631994880735874,2.073096311505651e-06,2.1987911225096468e-07,6.177664886308776e-07
Image_957,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02814533,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",0.016694767400622368,0.007406915538012981,0.0023339944891631603,0.0006984503706917167,4.2652074625948444e-05,0.002981599187478423,0.0037475558929145336,1.0869648576772306e-05,0.001530999317765236,0.023770039901137352,9.980904991380157e-08,2.3350263944621474e-08
Image_958,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02281406,"sulphur butterfly, sulfur butterfly",0.0031751554924994707,0.002573872683569789,0.0006183384684845805,0.005057412665337324,0.000823420297820121,0.0031079845502972603,5.712057372875279e-06,0.0050332504324615,1.4911621292412747e-05,0.0003148286778014153,1.971625351870898e-08,6.517282002960201e-08
Image_959,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02699494,altar,5.733620491810143e-05,2.2335393623507116e-06,1.2749771485687234e-05,8.299561159219593e-05,0.0005467805312946439,0.0008103915024548769,4.3554471631068736e-05,0.0004917951882816851,0.007441041991114616,5.343768862076104e-05,2.1551066708980215e-07,2.89793001684302e-06
Image_960,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n04399382,"teddy, teddy bear",9.582427082932554e-06,3.531453330651857e-05,0.00021161753102205694,0.0013754130341112614,0.0011950040934607387,0.0004370110691525042,0.00015955396520439535,0.0036386949941515923,0.005152042023837566,0.0038799108006060123,1.2954689054822666e-06,6.444637961067201e-07
Image_961,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n04275548,"spider web, spider's web",0.0009141240734606981,6.103386840550229e-05,0.000510449695866555,0.0012611725833266973,0.0016866206424310803,0.00017722339543979615,0.0007269994239322841,0.0030641835182905197,2.8904745704494417e-05,1.0527367521717679e-05,4.4028573142895766e-07,3.9241530203071306e-07
Image_962,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n04376876,syringe,5.835683987243101e-05,2.4383876734646037e-05,0.0021560515742748976,0.00014122501306701452,0.0003196452744305134,6.0914473579032347e-05,0.0001252275105798617,0.005616181064397097,2.819080327753909e-05,3.4503555070841685e-05,0.00044331594835966825,0.00014309477410279214
Image_963,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03733131,maypole,8.983541920315474e-05,6.501675670733675e-05,5.5743890698067844e-05,0.0001301856682403013,0.000802800408564508,0.003091587917879224,0.0013342275051400065,0.0005251203547231853,0.00019544761744327843,2.8853835829067975e-05,7.096236931403155e-10,3.295852479823225e-11
Image_964,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03970156,"plunger, plumber's helper",0.010448119603097439,3.947897857869975e-05,0.00014260601892601699,2.169674371543806e-05,8.901511318981647e-05,0.006415331270545721,0.1404329389333725,0.0009440851281397045,0.0005327087128534913,0.0001131333556259051,6.873156710440753e-09,1.289902655798869e-07
Image_965,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03992509,potter's wheel,0.000204849275178276,0.000521001813467592,0.021938346326351166,0.0015739782247692347,0.012250340543687344,0.00010430531983729452,0.00010947263217531145,0.00024254889285657555,0.012737632729113102,0.0007429998950101435,0.00013440314796753228,1.1623938007687684e-05
Image_966,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02906734,broom,4.9646696425043046e-05,0.00043314931099303067,0.0012736429926007986,0.012267774902284145,0.00021252187434583902,0.00010827086953213438,0.18410305678844452,0.0003620683855842799,0.0027440388221293688,0.0010243880096822977,1.4132625437923707e-05,0.007901832461357117
Image_967,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02927161,"butcher shop, meat market",0.00022049099789001048,4.052112853969447e-05,0.0013912139693275094,3.652945815701969e-05,0.0001309615036007017,8.684667591296602e-06,0.0006730423192493618,0.0001528661814518273,0.004440217278897762,4.499379429034889e-07,2.288788465421021e-07,3.1437952685564596e-08
Image_968,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02730930,apron,9.88333486020565e-05,0.0014463873812928796,0.009168649092316628,0.0025144806131720543,0.0006362872081808746,0.0001595381327206269,0.0003688182623591274,0.005616321228444576,0.024825213477015495,5.900030373595655e-06,5.6792170653352514e-05,7.890368578955531e-06
Image_969,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03937543,pill bottle,0.004636317957192659,0.0022701146081089973,0.00017733071581460536,9.345953003503382e-05,0.0009836143581196666,0.0001621103147044778,0.0003866844635922462,3.578294126782566e-05,0.000131858469103463,1.6275788539132918e-06,1.8095269282980553e-08,2.1518863491110096e-07
Image_970,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n04008634,"projectile, missile",1.879388037195895e-05,3.0686343961860985e-05,4.416789670358412e-05,0.03246794641017914,0.005954267922788858,0.008716666139662266,0.008291738107800484,0.004184556193649769,9.116189903579652e-05,6.404929990821984e-07,1.3404263881966472e-05,0.00010860445763682947
Image_971,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02058221,"albatross, mollymawk",0.00471907202154398,0.00021741213276982307,0.00012661203800234944,3.7849564250791445e-05,0.01636950485408306,0.00019717845134437084,0.00017045413551386446,0.00012929801596328616,5.7279768952867016e-05,7.825678767403588e-05,7.934518180263694e-06,2.2502408114633e-07
Image_972,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03770439,"miniskirt, mini",0.00011648891086224467,0.009066570550203323,0.1731015294790268,0.000345851294696331,0.00032148510217666626,0.0008423380786553025,0.00026952463667839766,0.0004073132004123181,0.0014924730639904737,9.372261047246866e-07,2.1618099708575755e-05,3.199547791155055e-07
Image_973,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n04560804,water jug,0.0007920095231384039,0.00195738160982728,0.00035271423985250294,0.0004260035930201411,0.00011855219054268673,8.251846884377301e-05,0.0009985901415348053,4.82425675727427e-05,0.0024521141313016415,5.6458142353221774e-05,7.688955028228861e-10,2.265499121634207e-09
Image_974,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n04487081,"trolleybus, trolley coach, trackless trolley",4.268742850399576e-05,2.536653119022958e-05,0.01041954942047596,0.0034725673031061888,5.61718552489765e-05,0.0005067776655778289,0.0003754633944481611,0.002247523283585906,3.757359445444308e-05,0.00013940954522695392,1.4470148634870839e-08,3.4062086484709653e-09
Image_975,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n04067472,reel,0.00023154757218435407,0.0013146870769560337,0.06038631498813629,2.52946210821392e-05,0.03677919879555702,0.00025713705690577626,0.00023042412067297846,0.005780188832432032,0.00021689712593797594,7.731993719062302e-06,9.670810159623233e-13,2.1921923911566443e-12
Image_976,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n04254777,sock,4.4491011067293584e-05,0.0011854340555146337,0.003025319892913103,0.04918692260980606,0.01836715266108513,0.0003771838964894414,0.004999398719519377,2.595091973489616e-05,0.0006102952756918967,0.0006293783662840724,0.0005156147526577115,8.219612209359184e-05
Image_977,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02837789,"bikini, two-piece",1.504905321780825e-05,7.900864147813991e-05,0.0011729028774425387,0.008802405558526516,0.000337538163876161,0.006688914727419615,0.004447454586625099,0.007413680665194988,0.0008368673152290285,9.547668469167547e-07,3.534262119075926e-11,2.689042886879758e-15
Image_978,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03599486,"jinrikisha, ricksha, rickshaw",8.206439088098705e-05,0.0007185059366747737,0.0020728243980556726,0.0004040372441522777,0.004951695445924997,1.715624784992542e-05,0.0002662869228515774,0.00029056944185867906,7.11137181497179e-05,1.2783286251760728e-07,1.2216175293566778e-10,1.3793474825871122e-13
Image_979,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02403003,ox,0.0009494550176896155,0.0010394323617219925,0.00014133821241557598,0.000770028680562973,1.1421495401009452e-05,0.004279274959117174,9.92715431493707e-05,0.001552168047055602,8.751305722398683e-05,2.9838762202416547e-05,0.00026358396280556917,4.747271304950118e-06
Image_980,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n04417672,"thatch, thatched roof",4.48212813353166e-06,0.0007252650102600455,1.2853812222601846e-05,0.00012705783592537045,0.003220138605684042,0.00043674130574800074,3.542113699950278e-05,2.737206159508787e-05,0.005551201291382313,0.0007784579647704959,1.5397429997676682e-09,1.232509649895519e-08
Image_981,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",0.003256441792473197,8.452291694993619e-06,0.0011772281723096967,0.0025792750529944897,9.991008846554905e-05,0.0007882597856223583,0.0006216919864527881,0.03206874802708626,1.684476410446223e-05,0.0016415277495980263,6.73153845127672e-05,2.0756839302915608e-10
Image_982,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02823428,beer bottle,9.409235644852743e-05,0.0008630624506622553,9.425733151147142e-05,0.0007011895067989826,5.3270658099791035e-05,0.010950064286589622,0.002032945631071925,0.00415795436128974,0.00034318442340008914,0.057863738387823105,0.9347089529037476,2.4813063646433875e-05
Image_983,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02892201,"brass, memorial tablet, plaque",0.0022463614586740732,2.7846288503496908e-05,1.709910611680243e-05,0.0002638685400597751,0.003276110626757145,0.001188953872770071,0.001240192330442369,0.0004098838835489005,0.0007682314608246088,0.004780002404004335,3.6198775088536195e-09,2.1189096484353076e-12
Image_984,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n07715103,cauliflower,7.227514288388193e-06,0.00032244561589322984,1.2164944564574398e-05,7.63383195589995e-06,0.00028686862788163126,0.001075399573892355,0.0005963981384411454,0.0036444119177758694,0.000943496183026582,3.2455750442750286e-07,8.285293006338179e-05,1.877114073067787e-06
Image_985,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02074367,"dugong, Dugong dugon",1.1394635293981992e-05,0.004451682325452566,0.00022219138918444514,0.07016319036483765,0.0021654749289155006,0.0028620397206395864,0.002976873191073537,7.95298838056624e-05,0.006679279264062643,4.079662119238492e-08,6.2261258371165695e-09,7.97087817971942e-09
Image_986,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",0.0011449821759015322,0.006630332674831152,0.003562572645023465,0.004543449729681015,0.009002980776131153,0.00039380337693728507,7.732559606665745e-05,0.0008570586214773357,0.015255345962941647,3.808604560617823e-06,4.814350518245192e-07,1.179525721539676e-08
Image_987,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02106662,"German shepherd, German shepherd dog, German police dog, alsatian",0.0005245967186056077,0.0036877451930195093,0.14359226822853088,0.00035307148937135935,2.7488231353345327e-05,0.010808306746184826,6.676928933302406e-06,0.00045063532888889313,2.0734654754051007e-05,4.2917004066111986e-06,2.5480767362751067e-05,6.946116627659649e-05
Image_988,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03980874,poncho,9.130927537626121e-06,0.005512803327292204,9.397610847372562e-05,8.097444515442476e-05,0.002302530687302351,1.1611366062425077e-05,0.005882761906832457,0.0004305413749534637,0.0023135810624808073,7.787079084664583e-05,7.916426625342865e-08,1.3773221452240136e-10
Image_989,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02883205,"bow tie, bow-tie, bowtie",5.2919680456398055e-05,0.01142242643982172,0.14008405804634094,0.00020389616838656366,8.620972948847339e-06,5.334460729500279e-05,0.00025449504028074443,0.022545751184225082,0.0006037441780790687,3.7744575820397586e-05,3.265594017420881e-09,5.6128519609899286e-09
Image_990,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n04328186,"stopwatch, stop watch",3.147170355077833e-05,0.0016482057981193066,0.0017661212477833033,0.0005621922318823636,0.0008248130325227976,0.0002467629383318126,0.00373337441124022,0.0022050635889172554,0.0002712177229113877,3.963637936976738e-05,2.667296939762309e-06,1.3485948784364155e-06
Image_991,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02909870,"bucket, pail",0.0038215985987335443,0.00012323760893195868,7.531448318331968e-06,0.0015411912463605404,0.0007270047208294272,0.0012241816148161888,0.0403275340795517,0.009188956581056118,0.002469987142831087,4.0952974700303457e-07,1.7186923884082717e-08,2.6543232056752686e-09
Image_992,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02950826,cannon,1.1242595064686611e-05,3.065401870117057e-06,0.0007681601564399898,4.801123577635735e-05,0.015411792322993279,0.010821088217198849,9.310593304689974e-05,0.0009002131992019713,9.920760021486785e-06,4.5640904318133835e-06,1.3408853194452064e-10,4.415277518599048e-11
Image_993,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n07715103,cauliflower,0.000316753052175045,0.0008603355381637812,0.0013910923153162003,2.947010943898931e-05,0.0013698964612558484,0.010373828001320362,0.0008666968788020313,0.0013897817116230726,0.00038062382373027503,5.507235255208798e-05,3.772917267497178e-08,2.1727031285223575e-10
Image_994,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03796401,moving van,2.1082281818962656e-05,9.337280062027276e-06,0.0682515874505043,0.03215351328253746,0.0002702041529119015,3.7175166653469205e-05,6.599827611353248e-05,0.0011808066628873348,0.012148307636380196,3.6657579585153144e-06,2.9767559944771094e-12,3.874865272396333e-12
Image_995,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n01882714,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",0.0035312920808792114,0.003407145384699106,0.0001748924405546859,0.0009341754484921694,2.616666824906133e-05,0.0035851376596838236,0.006601196713745594,3.990487311966717e-05,0.0001577224029460922,6.672317454103904e-07,5.855865197190724e-07,4.4811749866369155e-09
Image_996,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02841315,"binoculars, field glasses, opera glasses",0.000396185350837186,0.00032280743471346796,0.0009866084437817335,0.0011326717212796211,0.00010439353354740888,0.0002905588480643928,0.0006216063047759235,2.5253708372474648e-05,0.0040168147534132,0.003390086116269231,1.8452719814376906e-05,3.959160554956043e-09
Image_997,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02281406,"sulphur butterfly, sulfur butterfly",0.000522494432516396,6.1327332332439255e-06,0.00016358401626348495,0.0007078631315380335,0.0006799211259931326,7.451543297065655e-06,0.0052628712728619576,0.0004390724061522633,5.759889609180391e-05,3.7430665997817414e-06,1.2948942185175838e-06,0.001809232635423541
Image_998,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03250847,drumstick,0.00023313307610806078,0.00024036504328250885,8.706796506885439e-05,0.0012929568765684962,0.00047138656373135746,0.006396733224391937,0.0001358714944217354,9.904569742502645e-05,1.8764176274999045e-05,1.0007875062001403e-06,0.0029490021988749504,0.002563146874308586
Image_999,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02124075,Egyptian cat,0.00045304454397410154,0.009800998494029045,0.000566620787139982,0.0010671877535060048,0.00017682892212178558,0.007007408421486616,0.0006893490790389478,0.0006775229121558368,0.00018737727077677846,0.0003468313079793006,4.976068979090087e-08,7.287676573319857e-10
Image_1000,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02837789,"bikini, two-piece",2.218238114437554e-05,0.000177030437043868,0.008334740065038204,0.0027594740968197584,0.00024026967003010213,0.00021437850955408067,0.001510799047537148,0.00011230851669097319,0.0008962671272456646,3.93812260881532e-05,1.2216345122995076e-11,1.89612605130951e-12
Image_1001,n02002724,"black stork, Ciconia nigra",n02226429,"grasshopper, hopper",1.894028355309274e-05,0.004822381306439638,2.1973606635583565e-05,0.003651960752904415,0.008376361802220345,0.0002604561159387231,0.0005306586972437799,0.0002503485302440822,0.0001028696569846943,3.716377023010864e-06,7.215011699202023e-09,1.5348521065217113e-10
