Image,True_WNID,True_Label,Last_Top1_WNID,Last_Top1_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_1684,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",8.932411583373323e-05,6.211493746377528e-05,0.0003672565217129886,0.00015843112487345934,0.00011379284842405468,8.267447265097871e-05,0.00021829744218848646,0.0005141603760421276,0.0007630419568158686,0.10349821299314499,0.9545540809631348,0.9912251830101013
Image_1685,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",5.557039912673645e-05,6.839571869932115e-05,0.0003620340139605105,0.00014196035044733435,0.00011238019214943051,7.080509385559708e-05,8.569197962060571e-05,0.00014935847138985991,0.00012594679719768465,0.0029983704444020987,0.4654177725315094,0.880966305732727
Image_1686,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",8.625915506854653e-05,6.059502265998162e-05,0.0003108555683866143,0.00012494507245719433,9.592768765287474e-05,4.8049547331174836e-05,3.6999390431446955e-05,8.13206861494109e-05,0.00029686931520700455,0.01777690276503563,0.4545542299747467,0.9064761400222778
Image_1687,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n02486410,baboon,0.0009172759018838406,0.0008989085326902568,0.0025597685016691685,0.0022063252981752157,0.0009960862807929516,0.00022716056264471263,0.0007771457312628627,0.004025558941066265,0.007826966233551502,0.20646460354328156,0.2738676369190216,0.3033275008201599
Image_1688,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n02395406,"hog, pig, grunter, squealer, Sus scrofa",0.05760178714990616,0.002068537985906005,0.004564765375107527,0.0305752232670784,0.11654540151357651,0.13326513767242432,0.22694678604602814,0.28081372380256653,0.3899694085121155,0.7373479008674622,0.8687196373939514,0.4784441292285919
Image_1689,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",3.8145652069943026e-05,2.6117475499631837e-05,0.0002122598234564066,9.244647662853822e-05,8.449882443528622e-05,0.0001043931843014434,0.00022628894657827914,0.00036959187127649784,0.0012237754417583346,0.6826530694961548,0.9997751116752625,0.9999864101409912
Image_1690,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",6.043352550477721e-05,3.811170608969405e-05,0.0002923502179328352,0.00012699933722615242,8.629506191937253e-05,5.565717947320081e-05,0.00016787645290605724,0.00042722318903543055,0.0014224847545847297,0.27012696862220764,0.9535884857177734,0.9981303811073303
Image_1691,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",4.5737844629911706e-05,3.6122157325735316e-05,0.00022661105322185904,9.47890875977464e-05,7.548033318016678e-05,7.272448419826105e-05,0.00017811205179896206,0.00045670519466511905,0.0014847038546577096,0.2515707314014435,0.743938148021698,0.9470087289810181
Image_1692,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",4.280577559256926e-05,4.402048944029957e-05,0.000245838426053524,0.00010169433517148718,8.619385334895924e-05,0.00010487401596037671,0.00012319367669988424,0.0004912134609185159,0.002117346040904522,0.9546793699264526,0.9998867511749268,0.9999985694885254
Image_1693,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n04596742,wok,2.598439277790021e-05,6.0785056120948866e-05,8.752926078159362e-05,5.216732097323984e-05,6.237435445655137e-05,0.00018601064221002162,0.0003017833223566413,0.0007671238854527473,0.0022940929047763348,0.029789334163069725,0.15057140588760376,0.37540820240974426
Image_1694,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",0.00010998378274962306,5.470926043926738e-05,0.0003037997812498361,0.00012346182484179735,7.781354361213744e-05,5.17953303642571e-05,8.854296174831688e-05,0.00027491635410115123,0.0010417370358482003,0.6463753581047058,0.9998304843902588,0.9999725818634033
Image_1695,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",8.287270611617714e-05,3.764961365959607e-05,0.0002710024418774992,0.0001216505334014073,8.62076849443838e-05,7.158966764109209e-05,0.00011655047273961827,0.0002970367786474526,0.0020058690570294857,0.9541866779327393,0.9999985694885254,0.9999953508377075
Image_1696,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",0.00013442560157272965,4.5905453589512035e-05,0.0002664885250851512,0.0001225323067046702,8.606957999290898e-05,7.11876928107813e-05,0.00013278870028443635,0.0002781067159958184,0.00119214435108006,0.015363060869276524,0.8612003326416016,0.9482347369194031
Image_1697,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",3.713339174282737e-05,3.248160282964818e-05,0.00022842288308311254,9.752023470355198e-05,8.634006371721625e-05,4.8313049774151295e-05,8.860218076733872e-05,0.00022477710444945842,0.00043641705997288227,0.14557571709156036,0.8818514347076416,0.9458606243133545
Image_1698,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n03042490,cliff dwelling,4.384048588690348e-05,0.00019187691214028746,7.4094656156376e-05,6.843011942692101e-05,0.0001807833177736029,9.582468192093074e-05,0.0006780637777410448,0.0010045255767181516,0.0018256328767165542,0.13795554637908936,0.43162253499031067,0.7170703411102295
Image_1699,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",6.584195216419175e-05,5.672550105373375e-05,0.0003165729867760092,0.00016114470781758428,0.00010006746015278623,8.618154242867604e-05,0.0002730926498770714,0.0004854064609389752,0.002770357998088002,0.2021271288394928,0.8427947759628296,0.9938223361968994
Image_1700,n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",6.147764361230657e-05,4.1120969399344176e-05,0.0003088727535214275,0.0001517188356956467,8.474869537167251e-05,7.007339445408434e-05,0.00016054991283454,0.0003821056161541492,0.0008595710387453437,0.8319946527481079,0.9997894167900085,0.9999297857284546
Image_1701,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.0071363612078130245,0.0037093921564519405,0.0015937791904434562,0.0016495627351105213,0.002960313344374299,0.0020938448142260313,0.005504042841494083,0.010938813909888268,0.009423334151506424,0.008814373053610325,0.6993786692619324,0.8973866701126099
Image_1702,n02129165,"lion, king of beasts, Panthera leo",n01768244,trilobite,0.00027981866151094437,0.002696670824661851,0.0005997914704494178,0.0011883605038747191,0.0023141212295740843,0.002136675175279379,0.002637482015416026,0.004017667379230261,0.016137821599841118,0.1609850972890854,0.5853325724601746,0.7540509104728699
Image_1703,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.007992468774318695,0.00547877186909318,0.002461907221004367,0.003056132700294256,0.004275855608284473,0.003085468662902713,0.005880223587155342,0.007702036295086145,0.0032490103039890528,0.03586561232805252,0.5201355218887329,0.849765956401825
Image_1704,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.003733135526999831,0.006048592738807201,0.002044110791757703,0.0021136831492185593,0.0039039170369505882,0.003535881405696273,0.009086198173463345,0.011372596025466919,0.015953412279486656,0.37068304419517517,0.9819051027297974,0.9999570846557617
Image_1705,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.009042901918292046,0.006407755892723799,0.002182816155254841,0.0023314454592764378,0.0038590533658862114,0.0020938911475241184,0.006409414112567902,0.0068197306245565414,0.014126514084637165,0.0028335298411548138,0.15711148083209991,0.6959572434425354
Image_1706,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.006829444319009781,0.007377637550234795,0.0019299867562949657,0.0020234836265444756,0.0036206808872520924,0.0026265818160027266,0.005148973781615496,0.006044215057045221,0.0047110095620155334,0.03869173303246498,0.6374115943908691,0.9746689200401306
Image_1707,n02129165,"lion, king of beasts, Panthera leo",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",3.9864127757027745e-05,5.158944259164855e-05,0.0002836880157701671,0.0001128868680098094,9.167571261059493e-05,8.819973299978301e-05,5.749766205553897e-05,0.0001688856427790597,0.0008008127333596349,0.06661561876535416,0.35964033007621765,0.5966643691062927
Image_1708,n02129165,"lion, king of beasts, Panthera leo",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",5.4082531278254464e-05,3.170710624544881e-05,0.00024714801111258566,0.00011330333654768765,8.160345896612853e-05,8.650703966850415e-05,0.00017862292588688433,0.0006123731727711856,0.0009667305275797844,0.03609852120280266,0.5499568581581116,0.5384166836738586
Image_1709,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.00753319775685668,0.005342778749763966,0.0018130575772374868,0.0015611789422109723,0.0026747719384729862,0.0022425027564167976,0.007298429496586323,0.01116013154387474,0.011641482822597027,0.016566889360547066,0.5966272950172424,0.7905941009521484
Image_1710,n02129165,"lion, king of beasts, Panthera leo",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",5.079498441773467e-05,3.363996074767783e-05,0.0002278200554428622,0.00012468128988984972,9.155893349088728e-05,0.00011674401321215555,0.000126663624541834,0.00022234534844756126,0.0015138803282752633,0.3499538004398346,0.9968356490135193,0.8204628825187683
Image_1711,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.008366643451154232,0.004012094810605049,0.0015916416887193918,0.0018854486988857388,0.003410266013815999,0.0033046784810721874,0.008343055844306946,0.00977719109505415,0.006113795097917318,0.037860121577978134,0.44090449810028076,0.9987800717353821
Image_1712,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.006005670875310898,0.0029817367903888226,0.001424559042789042,0.001774712698534131,0.003940030001103878,0.0030020358972251415,0.005322309210896492,0.008419010788202286,0.006541755981743336,0.012453142553567886,0.7155898213386536,0.8884381651878357
Image_1713,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.005895179696381092,0.004290322307497263,0.0017921346006914973,0.0015675320755690336,0.0027727719862014055,0.0028720516711473465,0.009081690572202206,0.010159087367355824,0.013775684870779514,0.07023698836565018,0.963058352470398,0.9997735619544983
Image_1714,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.016560159623622894,0.010737341828644276,0.002965914783999324,0.0026876393239945173,0.003424295922741294,0.003527694148942828,0.010962235741317272,0.01835712417960167,0.03830328583717346,0.40281254053115845,0.9703907370567322,0.9999830722808838
Image_1715,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.011181932874023914,0.0047895233146846294,0.002283885143697262,0.002481892006471753,0.00396312540397048,0.0034350466448813677,0.00951048731803894,0.012520689517259598,0.023661959916353226,0.02872389368712902,0.47703710198402405,0.9949213862419128
Image_1716,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.008593826554715633,0.005517890211194754,0.002050807699561119,0.00211375136859715,0.003625604324042797,0.002805895172059536,0.00792511273175478,0.008437640964984894,0.026720993220806122,0.009607621468603611,0.4569356441497803,0.831326961517334
Image_1717,n02129165,"lion, king of beasts, Panthera leo",n02132136,"brown bear, bruin, Ursus arctos",2.3175107344286516e-05,5.112293001729995e-05,5.647313082590699e-05,0.0006939307786524296,0.005569543223828077,0.0017680436139926314,0.0009843985317274928,0.0033409246243536472,0.016337091103196144,0.09101894497871399,0.42846640944480896,0.8432589173316956
Image_1718,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.010177277028560638,0.0074102310463786125,0.002392824739217758,0.0025736987590789795,0.004203137010335922,0.004271361511200666,0.010719912126660347,0.018855474889278412,0.03020559810101986,0.5196389555931091,0.9657343626022339,0.9997615218162537
Image_1719,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.014891997911036015,0.005721059162169695,0.0023705745115876198,0.0029001811053603888,0.00455211428925395,0.00560803571715951,0.013257527723908424,0.031199002638459206,0.052538469433784485,0.049739424139261246,0.8756667375564575,0.9995531439781189
Image_1720,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.011805422604084015,0.0068441880866885185,0.002596884500235319,0.00289659365080297,0.004923902451992035,0.002898260485380888,0.006827687378972769,0.014789915643632412,0.014448478817939758,0.06373182684183121,0.7740502953529358,0.9940728545188904
Image_1721,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.012466341257095337,0.004513513762503862,0.0024397624656558037,0.0026603101287037134,0.004451849963515997,0.004178651608526707,0.0134267034009099,0.019280849024653435,0.011781752109527588,0.02954183518886566,0.5531975626945496,0.9671230912208557
Image_1722,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.009087721817195415,0.005054791923612356,0.0023161727003753185,0.002665165811777115,0.004360339604318142,0.004086844623088837,0.009869414381682873,0.01201994065195322,0.014924347400665283,0.1099591925740242,0.4370810389518738,0.6645210981369019
Image_1723,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.008798252791166306,0.004774104338139296,0.001988110365346074,0.0023222665768116713,0.0036059708800166845,0.0031692208722233772,0.00924217514693737,0.013071928173303604,0.00511455163359642,0.025567254051566124,0.7390375733375549,0.9992374181747437
Image_1724,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.0011304424842819571,0.004336133599281311,0.0016034247819334269,0.0017786818789318204,0.003032269421964884,0.0015179725596681237,0.0029860464856028557,0.003100553061813116,0.0027441855054348707,0.00043352367356419563,0.09765864163637161,0.6888012886047363
Image_1725,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.0061611151322722435,0.0055969455279409885,0.0017398663330823183,0.0017083140555769205,0.00302792526781559,0.002708537271246314,0.012273432686924934,0.02457539737224579,0.013384227640926838,0.019801847636699677,0.8873786926269531,0.9994677901268005
Image_1726,n02129165,"lion, king of beasts, Panthera leo",n02395406,"hog, pig, grunter, squealer, Sus scrofa",0.06336085498332977,0.0031794139649719,0.006090356037020683,0.03853661194443703,0.11319222301244736,0.12277999520301819,0.1553327739238739,0.1543634980916977,0.15038564801216125,0.05038261041045189,0.2428755909204483,0.3623603582382202
Image_1727,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.00848390907049179,0.004940201062709093,0.00217356882058084,0.002492340514436364,0.004081310238689184,0.004271921701729298,0.008578630164265633,0.011887184344232082,0.033671654760837555,0.4266762137413025,0.9891400337219238,0.9999490976333618
Image_1728,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.006243840791285038,0.005810877773910761,0.0016553624300286174,0.0017958019161596894,0.003745872061699629,0.004362438805401325,0.007981057278811932,0.014716893434524536,0.026438266038894653,0.0011384212411940098,0.2379663586616516,0.986140251159668
Image_1729,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.005885683931410313,0.0066009326837956905,0.001714877551421523,0.0015093071851879358,0.0026902479585260153,0.0017856095219030976,0.007738982792943716,0.003897647839039564,0.0026328912936151028,0.042672328650951385,0.7556198835372925,0.9986732006072998
Image_1730,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.005549795459955931,0.0035267765633761883,0.0013533412711694837,0.0015857183607295156,0.002453266177326441,0.002303839661180973,0.00441213883459568,0.0040715825743973255,0.00336500839330256,0.00695689395070076,0.09241387248039246,0.887844443321228
Image_1731,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.007603474427014589,0.0047555346973240376,0.002362107625231147,0.002097527263686061,0.0038983856793493032,0.003398121800273657,0.012262594886124134,0.026463789865374565,0.0477801114320755,0.0726618692278862,0.9028796553611755,0.9977982044219971
Image_1732,n02129165,"lion, king of beasts, Panthera leo",n02099601,golden retriever,0.0006752615445293486,0.0026482646353542805,0.0016894683940336108,0.000679077347740531,0.0010338304564356804,0.001207606983371079,0.0008509582839906216,0.013706563971936703,0.015674816444516182,0.3714854419231415,0.9774249792098999,0.9982301592826843
Image_1733,n02129165,"lion, king of beasts, Panthera leo",n02085620,Chihuahua,0.009868653491139412,0.0007396502187475562,0.0004514708125498146,0.0004056932230014354,0.00454669026657939,0.004815393593162298,0.00620220135897398,0.010349917225539684,0.08459413796663284,0.4957781434059143,0.3483853340148926,0.5165109038352966
Image_1734,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.007770180236548185,0.0057328976690769196,0.002493164036422968,0.002739154500886798,0.005027209408581257,0.004328190349042416,0.012503471225500107,0.027676468715071678,0.022126808762550354,0.015569206327199936,0.3653995096683502,0.7395099401473999
Image_1735,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.007246865890920162,0.005488756578415632,0.00196644919924438,0.0021898066624999046,0.003924609627574682,0.003488861722871661,0.010685853660106659,0.012054838240146637,0.02284775860607624,0.20058642327785492,0.7856847643852234,0.9950647950172424
Image_1736,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.011256365105509758,0.005566102918237448,0.002574567450210452,0.002729837317019701,0.0048563675954937935,0.003573650261387229,0.008463231846690178,0.014250392094254494,0.018436873331665993,0.27168476581573486,0.9878569841384888,0.9996820688247681
Image_1737,n02129165,"lion, king of beasts, Panthera leo",n02099601,golden retriever,0.0007680024718865752,0.0024041214492172003,0.0019864218775182962,0.0008267416269518435,0.001199756981804967,0.001531952410005033,0.0011454056948423386,0.0020389363635331392,0.003102090209722519,0.09576255083084106,0.9640105962753296,0.9170193672180176
Image_1738,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.00733867147937417,0.0034949323162436485,0.0017352153081446886,0.0018921737791970372,0.004033264238387346,0.0031419985461980104,0.005927512887865305,0.012489010579884052,0.010955960489809513,0.0006215058965608478,0.05249901860952377,0.9102563858032227
Image_1739,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.018309181556105614,0.008144000545144081,0.002741958014667034,0.003349608974531293,0.004960901103913784,0.0040604365058243275,0.01027227845042944,0.013454033061861992,0.008788187056779861,0.2388615906238556,0.9754725098609924,0.9991180300712585
Image_1740,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.007138585671782494,0.005154817830771208,0.0016600086819380522,0.0019945052918046713,0.003867604536935687,0.0038068839348852634,0.011569217778742313,0.02099008671939373,0.02140938490629196,0.10981456190347672,0.9038735032081604,0.9995946288108826
Image_1741,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.00823920127004385,0.006043211091309786,0.002368565648794174,0.0025466708466410637,0.0034180819056928158,0.004311521537601948,0.01159955095499754,0.021039750427007675,0.016252119094133377,0.05847315117716789,0.16587772965431213,0.4983295202255249
Image_1742,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.007177561521530151,0.006731341127306223,0.002067620400339365,0.002441612770780921,0.0033523011952638626,0.0027929055504500866,0.01042274571955204,0.014653324149549007,0.012446869164705276,0.008567060343921185,0.17733359336853027,0.7211697697639465
Image_1743,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.010092229582369328,0.0071105374954640865,0.002833492122590542,0.0028985056560486555,0.004893308039754629,0.0024001142010092735,0.005767964292317629,0.008477599360048771,0.013906065374612808,0.28572511672973633,0.8939456343650818,0.9995575547218323
Image_1744,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.007164553739130497,0.00500646885484457,0.002091269241645932,0.0021965636406093836,0.0036379678640514612,0.0045409551821649075,0.011424873024225235,0.018351545557379723,0.031664445996284485,0.280610591173172,0.9780706763267517,0.9998101592063904
Image_1745,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.009875043295323849,0.004851790145039558,0.001750691095367074,0.0017713061533868313,0.003039497183635831,0.003378584748134017,0.009826093912124634,0.014577381312847137,0.014561714604496956,0.08877479285001755,0.9363265633583069,0.9989768266677856
Image_1746,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.011652646586298943,0.00519935367628932,0.001803799532353878,0.001803834456950426,0.003940992522984743,0.0038230465725064278,0.005881534889340401,0.005219080485403538,0.003754066303372383,0.06923143565654755,0.8871455788612366,0.9996389150619507
Image_1747,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.005429900251328945,0.004877607338130474,0.002129699569195509,0.002248570788651705,0.0052406094036996365,0.0026124969590455294,0.005699703469872475,0.00920778326690197,0.0111393416300416,0.004418244585394859,0.6489104628562927,0.9873591065406799
Image_1748,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.006112770643085241,0.006336161866784096,0.001975642517209053,0.0017615532269701362,0.003340034978464246,0.003551384201273322,0.006202912889420986,0.006334102246910334,0.006749206688255072,0.002420257544144988,0.9605324864387512,0.9999561309814453
Image_1749,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.011723313480615616,0.005918516311794519,0.0024558273144066334,0.0027814158238470554,0.004598182626068592,0.0035664034076035023,0.01198169682174921,0.019294055178761482,0.0342060849070549,0.28504517674446106,0.9978882670402527,0.999816358089447
Image_1750,n02129165,"lion, king of beasts, Panthera leo",n02129165,"lion, king of beasts, Panthera leo",0.009091462008655071,0.005753501318395138,0.0017364273080602288,0.0015017010737210512,0.0036670726258307695,0.0028219367377460003,0.010069722309708595,0.00710000516846776,0.01767367124557495,0.006389507558196783,0.2856103181838989,0.995430588722229
Image_1751,n02132136,"brown bear, bruin, Ursus arctos",n02132136,"brown bear, bruin, Ursus arctos",2.0086012227693573e-05,4.809594611288048e-05,6.396840035449713e-05,0.0007431277772411704,0.005893207620829344,0.0021128433290868998,0.0013490052660927176,0.0019034275319427252,0.006748400162905455,0.013183255679905415,0.1709422916173935,0.9931842684745789
Image_1752,n02132136,"brown bear, bruin, Ursus arctos",n02132136,"brown bear, bruin, Ursus arctos",1.6233163478318602e-05,3.703752008732408e-05,5.254927964415401e-05,0.0006271006423048675,0.003253975184634328,0.0011089362669736147,0.0010545133845880628,0.0031718641985207796,0.01928144320845604,0.05127795413136482,0.20685096085071564,0.7488194704055786
Image_1753,n02132136,"brown bear, bruin, Ursus arctos",n02132136,"brown bear, bruin, Ursus arctos",1.996326318476349e-05,4.0129380067810416e-05,7.05033671692945e-05,0.000999952433630824,0.006477054674178362,0.002793274587020278,0.0018002769211307168,0.0040256124921143055,0.003258227137848735,0.026374833658337593,0.8645059466362,0.9972994923591614
Image_1754,n02132136,"brown bear, bruin, Ursus arctos",n02132136,"brown bear, bruin, Ursus arctos",2.124870297848247e-05,4.250970596331172e-05,5.6285593018401414e-05,0.0006137777818366885,0.005755056161433458,0.001867772196419537,0.0013248875038698316,0.005872661247849464,0.021701987832784653,0.35547396540641785,0.42442911863327026,0.9945675134658813
Image_1755,n02132136,"brown bear, bruin, Ursus arctos",n02132136,"brown bear, bruin, Ursus arctos",1.618424903426785e-05,3.238560020690784e-05,5.004721970180981e-05,0.0005428289296105504,0.00413154112175107,0.0013441096525639296,0.000934104435145855,0.0009777344530448318,0.0011493097990751266,0.008179009892046452,0.042834002524614334,0.9712543487548828
Image_1756,n02132136,"brown bear, bruin, Ursus arctos",n02132136,"brown bear, bruin, Ursus arctos",1.734784927975852e-05,3.0190451070666313e-05,5.017590956413187e-05,0.0005215011769905686,0.005086871329694986,0.001788359135389328,0.0009648390114307404,0.0016680193366482854,0.0014620587462559342,0.0029140394181013107,0.05829755216836929,0.38363638520240784
Image_1757,n02132136,"brown bear, bruin, Ursus arctos",n02132136,"brown bear, bruin, Ursus arctos",1.9451255866442807e-05,3.9844315324444324e-05,6.472457607742399e-05,0.0007327285711653531,0.005910993088036776,0.0024733825121074915,0.0023000023793429136,0.0041246190667152405,0.009145895950496197,0.3345957398414612,0.99393230676651,0.9999735355377197
Image_1758,n02132136,"brown bear, bruin, Ursus arctos",n02415577,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",0.0005328139523044229,0.0015608810354024172,0.0013645855942741036,0.0015810285694897175,0.006904123350977898,0.005604517180472612,0.019982747733592987,0.04402932897210121,0.07188107073307037,0.5930461287498474,0.41264501214027405,0.6035003066062927
Image_1759,n02132136,"brown bear, bruin, Ursus arctos",n02132136,"brown bear, bruin, Ursus arctos",1.925613105413504e-05,4.1219816921511665e-05,6.235409091459587e-05,0.0006960430182516575,0.004984273109585047,0.0017476762877777219,0.0013804410118609667,0.0034014086704701185,0.004502849653363228,0.22833584249019623,0.9654248356819153,0.9988093376159668
Image_1760,n02132136,"brown bear, bruin, Ursus arctos",n02132136,"brown bear, bruin, Ursus arctos",1.973294456547592e-05,3.498984006000683e-05,6.019928332534619e-05,0.0007647634483873844,0.006813662592321634,0.0028376723639667034,0.0013820264721289277,0.004003471694886684,0.00965613778680563,0.028952457010746002,0.3063037693500519,0.9746698141098022
Image_1761,n02132136,"brown bear, bruin, Ursus arctos",n02950826,cannon,1.506813077867264e-06,5.183233224670403e-05,6.233742897165939e-05,3.5680415749084204e-05,5.8163532230537385e-05,1.5543928384431638e-05,1.5941126548568718e-05,7.820341852493584e-05,6.58612625556998e-05,0.04317460209131241,0.09902346134185791,0.39336055517196655
Image_1762,n02132136,"brown bear, bruin, Ursus arctos",n02132136,"brown bear, bruin, Ursus arctos",1.9771141523960978e-05,3.80215460609179e-05,6.123683124314994e-05,0.0007819003658369184,0.007192821707576513,0.004352230112999678,0.005487140268087387,0.01653057150542736,0.03038812056183815,0.16472303867340088,0.21621085703372955,0.985019326210022
Image_1763,n02132136,"brown bear, bruin, Ursus arctos",n02132136,"brown bear, bruin, Ursus arctos",2.128207779605873e-05,4.043759327032603e-05,5.547221007873304e-05,0.0006303254049271345,0.005645143333822489,0.001833887305110693,0.0018499762518331409,0.004262156784534454,0.012342912144958973,0.5817763209342957,0.9678807854652405,0.994297444820404
Image_1764,n02132136,"brown bear, bruin, Ursus arctos",n02364673,"guinea pig, Cavia cobaya",3.7441741369548254e-06,1.0759671567939222e-05,2.3952610717969947e-05,2.238520210084971e-05,8.222053293138742e-05,0.00013257893442641944,5.053114364272915e-05,0.0003297617950011045,0.003676764667034149,0.053779903799295425,0.6295521855354309,0.5109469890594482
