Image,True_WNID,True_Label,Last_Top1_WNID,Last_Top1_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_970,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02236044,"mantis, mantid",7.472152447007829e-06,6.009056505718036e-06,1.2378738574625459e-05,2.7211390261072665e-05,8.188534411601722e-05,3.502003528410569e-05,9.599870099918917e-05,9.385305020259693e-05,3.908685175701976e-05,3.819178891717456e-05,5.733966827392578e-05,0.18623773753643036
Image_971,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03977966,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",1.1360956477801665e-06,1.4631291378464084e-06,1.697991478977201e-06,3.0388209779630415e-06,5.551246886170702e-06,1.4650466255261563e-05,4.2671737901400775e-05,4.456532042240724e-05,5.266716834739782e-05,5.57205275981687e-05,0.0001345373020740226,0.34637728333473206
Image_972,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",1.338133728268076e-07,2.250501722755871e-07,1.9842947551751422e-07,2.706756561110524e-07,1.0249607385048876e-06,7.640580292900268e-07,5.073413376521785e-06,5.066730409453157e-06,5.5633731790294405e-06,6.205294994288124e-06,1.8541672034189105e-05,0.06568106263875961
Image_973,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03388043,fountain,0.0011974957305938005,0.0015878130216151476,0.0011437369976192713,0.0011194905964657664,0.0011477282969281077,0.0007253189105540514,0.0005159504944458604,0.0011565242893993855,0.0032505060080438852,0.0021163923665881157,0.007218844722956419,0.04606333002448082
Image_974,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",9.70562563651356e-09,9.743707174436622e-09,8.314973598544384e-09,5.296269645072016e-09,3.236970158582153e-08,4.7578513573398595e-08,6.041867806061418e-08,6.086731474397311e-08,8.69910365963733e-08,2.0597141769940208e-07,1.0046968554888736e-06,0.3002895712852478
Image_975,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",8.336413515053209e-08,4.1381278492735873e-07,2.3332492560257378e-07,7.993524064886515e-08,3.902426612967247e-07,1.8317100511922035e-06,1.4828942767053377e-06,7.053757258290716e-07,1.0699798167479457e-06,8.581754968872701e-07,1.7333251889795065e-05,0.4660045802593231
Image_976,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02321529,"sea cucumber, holothurian",3.0511557724821614e-06,1.5126283869904e-05,8.061199878284242e-06,5.49776132174884e-06,1.5919486031634733e-05,1.8657514374353923e-05,2.717442657740321e-05,3.964375355280936e-05,2.4779912564554252e-05,2.7290581783745438e-05,0.00019166638958267868,0.2109987437725067
Image_977,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",9.23401000108015e-09,1.007973438049703e-08,9.156772229346188e-09,6.404492935985218e-09,3.189924058233373e-08,7.985318717373957e-08,1.022020228447218e-07,6.813736774802237e-08,8.593485745223006e-08,5.132044407218928e-07,1.1808116141764913e-05,0.956950843334198
Image_978,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",9.39404021238488e-09,9.453558824645825e-09,8.163647535752716e-09,4.359679284249296e-09,1.5639368911024576e-08,3.4478123467351907e-08,7.974642812769162e-08,5.50756702466515e-08,5.613543763161033e-08,1.6883659270661155e-07,4.290243111881864e-07,0.1397041380405426
Image_979,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",8.061861400676662e-09,7.60995089166272e-09,6.557749010482894e-09,4.063730241199437e-09,2.1548551387695625e-08,3.468515075155665e-08,5.305522066123558e-08,4.509177742306747e-08,5.5235560125765915e-08,5.667187963354081e-08,1.1015158634108957e-06,0.5193065404891968
Image_980,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",6.899502125179424e-08,3.579178837753716e-07,2.396155025508051e-07,1.045809057131919e-07,7.364463385783893e-07,3.6360477224661736e-06,1.9159272142132977e-06,2.002275323320646e-06,1.464966999265016e-06,1.2355413900877465e-06,1.6186651919269934e-05,0.4840891659259796
Image_981,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03388043,fountain,0.001271630171686411,0.0016533639281988144,0.0011161600705236197,0.0011218750150874257,0.001127652358263731,0.0007175121572799981,0.0007306416518986225,0.0009132838458754122,0.002242988906800747,0.0018589268438518047,0.010584414936602116,0.14348171651363373
Image_982,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02321529,"sea cucumber, holothurian",2.666282625796157e-06,1.1467550393717829e-05,5.961972874501953e-06,3.6849976368102944e-06,1.3144918739271816e-05,9.691568266134709e-06,2.030462746915873e-05,2.1048808775958605e-05,1.812392110878136e-05,3.088506491621956e-05,6.717474025208503e-05,0.0935753807425499
Image_983,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02231487,"walking stick, walkingstick, stick insect",2.8541677465909743e-08,3.03336022966505e-08,2.4398785214430063e-08,3.535429016210401e-08,7.404824486911821e-08,1.1163987068130155e-07,1.8055931150229299e-06,9.29982491015835e-07,7.619302095918101e-07,5.622936782856414e-07,4.299000465834979e-06,0.38218623399734497
Image_984,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n04465501,tractor,0.002289280528202653,0.0018092490499839187,0.001869307947345078,0.0014402302913367748,0.0010377535363659263,0.001442101551219821,0.007762646768242121,0.004301354754716158,0.0036078901030123234,0.0031550542917102575,0.009076803922653198,0.059208426624536514
Image_985,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",6.616956937932628e-08,3.195301019331964e-07,2.035016848367377e-07,7.023054848787069e-08,3.5546838716982165e-07,1.27549606077082e-06,1.6760076277932967e-06,7.585301204926509e-07,1.4765065543542732e-06,9.862279739536461e-07,5.4926425946177915e-05,0.6446608304977417
Image_986,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02165456,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",5.120547484693816e-06,7.403293693641899e-06,1.5886787878116593e-05,1.3082240911899135e-05,1.6039197362260893e-05,3.0373235858860426e-05,0.00012199636694276705,7.278540579136461e-05,3.6065430322196335e-05,3.917522190022282e-05,0.00010744965402409434,0.09460452944040298
Image_987,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n09256479,coral reef,4.9515514547238126e-05,5.845899067935534e-05,4.353553958935663e-05,3.590874985093251e-05,0.00013173992920201272,0.00025576772168278694,0.0003764971625059843,0.0007107813144102693,0.0009965387871488929,0.003793066367506981,0.07430784404277802,0.3266904354095459
Image_988,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n04275548,"spider web, spider's web",2.8205517082824372e-05,4.413309216033667e-05,3.595019006752409e-05,5.899580355617218e-05,9.101548494072631e-05,5.424808477982879e-05,7.107689452823251e-05,0.00014317619206849486,0.00011199719301657751,5.601548036793247e-05,0.00024844444124028087,0.11251860857009888
Image_989,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03042490,cliff dwelling,9.3661967071057e-09,1.1754016426834824e-08,9.07324526622233e-09,1.2782507496922335e-08,2.5989363550138478e-08,8.782028970699685e-08,1.0360582081148095e-07,8.740914125837662e-08,1.3122898678830097e-07,4.190747517895943e-07,2.2151225493871607e-06,0.21319952607154846
Image_990,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n09256479,coral reef,6.126570951892063e-05,7.140056550269946e-05,5.12797778355889e-05,3.566489613149315e-05,9.593197319190949e-05,0.00020279138698242605,0.00021990407549310476,0.0004173761117272079,0.0006649660062976182,0.0016550072468817234,0.0037138035986572504,0.14713215827941895
Image_991,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n04366367,suspension bridge,8.847388016874902e-06,5.309795596986078e-06,2.623898808451486e-06,4.723741767520551e-06,4.371351678855717e-06,5.794942808279302e-06,1.2266655176063068e-05,5.6785661399771925e-06,1.2917695130454376e-05,2.325192508578766e-05,0.00011195126717211679,0.20654092729091644
Image_992,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n04366367,suspension bridge,9.916454473568592e-06,6.766235856048297e-06,3.806739186984487e-06,6.7119021878170315e-06,6.7827299972123e-06,8.605521543358918e-06,1.1480838111310732e-05,7.2461157287762035e-06,1.380724734190153e-05,1.414441521774279e-05,4.788628939422779e-05,0.06906770914793015
Image_993,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02236044,"mantis, mantid",7.267153705470264e-06,5.997758762532612e-06,1.2241824151715264e-05,2.3091133698471822e-05,5.5101889302022755e-05,2.46850850089686e-05,6.934080738574266e-05,2.7492584194988012e-05,2.970995774376206e-05,3.570445187506266e-05,7.835646101739258e-05,0.3091553747653961
Image_994,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03042490,cliff dwelling,9.37851929450062e-09,1.3015283961692603e-08,1.1420834056252716e-08,2.2852852055166295e-08,5.69462343946725e-08,2.332020017092873e-07,1.4744311727099557e-07,1.408332508390231e-07,1.5534340036538197e-07,5.118364470035885e-07,1.5210151786959614e-06,0.14894695580005646
Image_995,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",8.429975828505576e-09,7.848811378607934e-09,6.153033194067348e-09,3.32912719613887e-09,1.8042927152350785e-08,2.6400478247978754e-08,8.014687580271129e-08,2.2577051339567333e-08,4.872840975167492e-08,1.3728144665492437e-07,1.5152223795666941e-06,0.29145121574401855
Image_996,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n02125311,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",1.2451966995286057e-06,1.7674874470685609e-06,1.922355750139104e-06,1.2722132396447705e-06,1.591293312230846e-06,1.2541926253106794e-06,3.507547489789431e-06,4.246730441082036e-06,1.7365393887303071e-06,1.4797858511883533e-06,3.3682892990327673e-06,0.0786309540271759
Image_997,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n01983481,"American lobster, Northern lobster, Maine lobster, Homarus americanus",8.928306094446725e-09,7.961332926242903e-09,6.6942105192424606e-09,4.1868961631053025e-09,1.5502715555726354e-08,2.1961733764896962e-08,3.634839984556493e-08,1.8167094495424863e-08,3.8519427647543125e-08,6.408387775991287e-08,2.8947542318746855e-07,0.42745256423950195
Image_998,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03201208,"dining table, board",1.2469050489016809e-05,5.75116828258615e-05,4.8377860366599634e-05,0.00010956563346553594,0.00012974039418622851,0.00034867989597842097,0.0002936794189736247,0.0007385521894320846,0.0016723095905035734,0.003766941139474511,0.010796146467328072,0.33045774698257446
Image_999,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n03026506,Christmas stocking,0.00014367913536261767,0.0005427110008895397,0.0006797827663831413,0.0005411506863310933,0.0007299069548025727,0.0006487840437330306,0.0005614961264654994,0.0007628935854882002,0.0012892835075035691,0.0010499963536858559,0.006947518792003393,0.09919887781143188
Image_1000,n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n01984695,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",8.677520213495882e-08,4.2219235751872475e-07,2.7335693175700726e-07,1.0911992376350099e-07,6.12030191859958e-07,3.607548251238768e-06,2.310621539436397e-06,7.490559141842823e-07,1.4515940165438224e-06,1.0519106581341475e-06,1.0894998922594823e-05,0.3389693796634674
Image_1001,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",7.672931040536568e-11,1.4986773974601242e-11,3.120599265105106e-11,7.514153882448582e-11,3.1690214341573153e-10,4.000048348107299e-10,6.496588267346226e-10,1.6524359658376397e-09,2.4682458299452037e-09,7.3378343401486745e-09,1.2170997365501535e-07,0.9895747303962708
Image_1002,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",9.50084455553224e-11,1.6672026606490142e-11,2.8018259587425653e-11,6.177419686892449e-11,2.073794469481527e-10,1.5888527993279666e-10,3.9388278749719063e-10,5.529498525724819e-10,2.1986314990840583e-09,5.236958866561281e-09,1.29820463712349e-07,0.5622547268867493
Image_1003,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",7.712482041899449e-11,1.2748069960766273e-11,2.3095003340301012e-11,6.223888765477525e-11,3.8028127868905415e-10,5.580559347961866e-10,8.426302433583999e-10,8.553881492012749e-10,3.7370595507013604e-09,1.9726526190311233e-08,2.7466163032840996e-07,0.9943904280662537
Image_1004,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",8.273116219870147e-11,1.5581124931940415e-11,2.9679460278320136e-11,8.52604653545086e-11,3.0379734838881234e-10,5.022444127256165e-10,8.968051856683701e-10,8.92322660206446e-10,2.8977837907007142e-09,4.89211471332851e-09,9.452943317000972e-09,0.28245583176612854
Image_1005,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",9.38551736329174e-11,1.6675785752262584e-11,3.065581122285721e-11,6.218024706239333e-11,2.535565646333282e-10,3.177275664789647e-10,5.484494525198613e-10,5.937983993398177e-10,3.0911524451227024e-09,1.1857198778386646e-08,1.7289679021814663e-07,0.8133565187454224
Image_1006,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",8.911930915456168e-11,1.502347725390596e-11,3.3669417948134495e-11,5.108006032039647e-11,2.3669652349234127e-10,1.8791235234516535e-10,2.5742993847721607e-10,4.1996064958915724e-10,2.4686963584485966e-09,4.948109033620085e-09,2.6362133098700724e-07,0.9500768780708313
Image_1007,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",8.043690019610139e-11,1.4487746072266994e-11,3.0187758542910004e-11,5.498989111285546e-11,2.0330988281802576e-10,1.7651094474935292e-10,5.530580438062316e-10,4.865082781080332e-10,1.9270642859225973e-09,6.890890524857696e-09,2.719414737839543e-07,0.8397787809371948
Image_1008,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",6.877955149864334e-11,1.400739073342816e-11,3.111815666256845e-11,6.211437614256354e-11,3.7281391862542534e-10,5.766998545375657e-10,1.3609248172841149e-09,9.072305684476589e-10,1.9041452858914454e-09,2.0523836852248678e-08,2.975722281917115e-07,0.7318922877311707
Image_1009,n02002724,"black stork, Ciconia nigra",n01855672,goose,0.018773721531033516,0.013436711393296719,0.012016412802040577,0.018106020987033844,0.014551968313753605,0.00489096948876977,0.007464585360139608,0.0077351476065814495,0.008574812673032284,0.012688424438238144,0.07387310266494751,0.3269735872745514
Image_1010,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",7.299946758188014e-11,1.5850220441704366e-11,3.099012366170051e-11,6.932631552158952e-11,2.5171806306012456e-10,5.338581798852715e-10,9.80829528707261e-10,1.854407183365936e-09,2.1531143534758712e-09,3.844492724169868e-09,6.406705921335742e-08,0.23998036980628967
Image_1011,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",7.769479504204924e-11,1.3540522002253308e-11,2.5921547894269814e-11,5.775818018305401e-11,2.9959823510949946e-10,3.0102448311808416e-10,7.061881635017642e-10,1.037363528411106e-09,3.5797296238371246e-09,5.046504991668144e-09,3.2204592770312956e-08,0.3604035973548889
Image_1012,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",7.631837523058849e-11,1.476674338363182e-11,3.020183061974713e-11,5.782355150252272e-11,2.2792416565220464e-10,2.0906330833181386e-10,4.500883832303515e-10,6.662757567887923e-10,1.7284957909424747e-09,8.804254214567209e-09,1.3691841331819887e-06,0.9672137498855591
Image_1013,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",7.460840972806082e-11,1.1528207208288954e-11,2.901518608711129e-11,4.913229545433495e-11,2.017663258691016e-10,2.676860677564008e-10,1.1058313154066468e-09,5.665428126633287e-10,1.628855939017626e-09,1.69373781666593e-09,2.584657750048791e-07,0.8829653859138489
Image_1014,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",7.572083238205352e-11,1.2892439719969229e-11,2.601101972699027e-11,4.751807627934035e-11,1.6235816857612662e-10,1.6000938074522963e-10,4.79142114873099e-10,4.0850353655308425e-10,8.966815068234268e-10,5.8718820916681125e-09,7.437086878780974e-06,0.9991305470466614
Image_1015,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",8.494585590490544e-11,1.5657556848291954e-11,3.68596785038644e-11,5.606955177928086e-11,2.887853567390408e-10,3.27852162085307e-10,9.4837104835932e-10,7.568650151057454e-10,1.2815847272307224e-09,3.187143216010213e-09,7.525780887362998e-08,0.7966738939285278
Image_1016,n02002724,"black stork, Ciconia nigra",n02481823,"chimpanzee, chimp, Pan troglodytes",5.688092414857238e-07,4.6973363510005584e-07,4.66550233113594e-07,7.085045012900082e-07,3.204962240488385e-06,4.5360689000517596e-06,1.4501853911497165e-05,1.1001192433468532e-05,1.616809458937496e-05,6.517772999359295e-05,0.00031956768361851573,0.49911025166511536
Image_1017,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",8.845489618547475e-11,1.3288876075934208e-11,2.4256612343731554e-11,6.097081173273011e-11,2.9699576131747563e-10,1.9955827268436366e-10,3.6301514572123494e-10,4.1183695342894566e-10,9.028646164033205e-10,3.5416176658031873e-09,1.4763463695999235e-07,0.9534282684326172
Image_1018,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",9.650948096240342e-11,1.801873060480741e-11,3.6128166430726694e-11,7.48669459760265e-11,2.7127411428296e-10,2.227378836927585e-10,6.126138485385013e-10,5.536678338025069e-10,3.815218807545762e-09,7.975218707656495e-09,1.252844299415301e-07,0.7540766000747681
Image_1019,n02002724,"black stork, Ciconia nigra",n02231487,"walking stick, walkingstick, stick insect",2.8062689949592823e-08,2.7914680345020315e-08,2.6996691104841375e-08,3.599811648768991e-08,7.496581133636937e-08,1.0267780226058676e-07,1.5973530480550835e-06,5.456525400404644e-07,7.50664639781462e-07,1.1552220939847757e-06,1.3125862096785568e-05,0.23486796021461487
Image_1020,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",7.231147625130774e-11,1.531892147854652e-11,4.475140397142141e-11,1.4434924089368195e-10,4.5262660286482514e-10,5.138857117614748e-10,1.3694837486255551e-09,1.8967407644510104e-09,3.4786034053269077e-09,2.157296918881002e-08,1.94356161387077e-07,0.8807149529457092
Image_1021,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",7.003622681800437e-11,1.2279897584899224e-11,2.5009152734845053e-11,6.613899705687487e-11,3.3268526822283206e-10,4.746318893467105e-10,6.663287699382181e-10,1.1906050589871597e-09,2.130169596270548e-09,9.732739059131745e-09,5.68510188259097e-07,0.9860957264900208
Image_1022,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",8.749877905556147e-11,1.5954756613090204e-11,3.298097558945834e-11,7.316106748200824e-11,3.2253894000078276e-10,2.955543865201804e-10,1.0565593955291774e-09,1.2557466178009236e-09,5.178272033390385e-09,1.1586462456136815e-08,2.9950612656648445e-07,0.9407729506492615
Image_1023,n02002724,"black stork, Ciconia nigra",n02231487,"walking stick, walkingstick, stick insect",2.8029266019302668e-08,3.290938721534076e-08,3.1445299697452356e-08,3.927572223005882e-08,9.450953797340844e-08,1.1821094147990152e-07,1.4742579423909774e-06,9.13215160380787e-07,5.471508757182164e-07,6.990582051003003e-07,3.143886715406552e-06,0.4381689727306366
Image_1024,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",8.006866697440884e-11,1.516783573740632e-11,2.814742536272341e-11,5.2215749085648966e-11,2.5450980212227137e-10,3.4098227019718763e-10,5.694539839673496e-10,6.468096058753758e-10,3.0750777479937597e-09,8.938593865082112e-09,2.312563225359554e-07,0.9906659722328186
Image_1025,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",7.624973569209104e-11,1.312077963638858e-11,2.6255367671645935e-11,5.578976169928751e-11,1.5070608649914163e-10,2.3790819314584155e-10,4.467214376191464e-10,3.378439750179041e-10,1.6738888053424716e-09,4.1373509063191705e-09,3.5309344070810766e-07,0.9385812878608704
Image_1026,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",8.058937545074585e-11,1.550580844278393e-11,3.383570160164773e-11,6.699776844421024e-11,2.9502114640145294e-10,3.011117744033953e-10,5.728609253630168e-10,7.506813504143395e-10,1.436156304990277e-09,2.21051821291951e-09,1.2730727405596554e-07,0.21005494892597198
Image_1027,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",7.322862455305668e-11,1.2430298110266413e-11,2.4733980488744756e-11,5.846046563506846e-11,2.1702944996704332e-10,3.890805178041745e-10,6.983861822185133e-10,5.862703655878931e-10,1.4865826347687516e-09,2.93366397841055e-09,1.5157408483901236e-07,0.6784005761146545
Image_1028,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",8.19183748612673e-11,1.4457346778073976e-11,3.260397160587125e-11,6.134592139828143e-11,2.877797999900622e-10,3.060278142008599e-10,7.729520357102615e-10,8.642603299691132e-10,1.8959678271812663e-09,3.789176528101734e-09,3.801866199637516e-08,0.5701872706413269
Image_1029,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",8.662908584922135e-11,1.718913379689102e-11,3.064069484248755e-11,6.456279261213282e-11,2.2571285118733186e-10,2.0437634917769287e-10,5.832635485703008e-10,6.453104162140733e-10,2.593693704255884e-09,6.383092276962543e-09,8.487347713526106e-08,0.9196230173110962
Image_1030,n02002724,"black stork, Ciconia nigra",n03126707,crane,0.005225835368037224,0.004671541508287191,0.005922677461057901,0.004880734719336033,0.005638436879962683,0.004841003101319075,0.007182857021689415,0.006380013190209866,0.0058755758218467236,0.004768667742609978,0.046964049339294434,0.637580394744873
Image_1031,n02002724,"black stork, Ciconia nigra",n03042490,cliff dwelling,8.958883412901741e-09,1.0254173510304554e-08,8.046503907621627e-09,1.1493036744525398e-08,3.083861344066463e-08,1.0121134152996092e-07,1.8277131630384247e-07,1.3142593502379896e-07,1.594851539721276e-07,1.2395518069752143e-06,7.67330129747279e-06,0.804235577583313
Image_1032,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",8.276789670302875e-11,1.4364859995952273e-11,3.086649338901459e-11,5.7950363258063575e-11,3.122181402304136e-10,3.527358682919868e-10,8.045327182237827e-10,1.1606338112812864e-09,3.7201617342219606e-09,6.900464644132853e-09,1.1687881595889849e-07,0.4506624937057495
Image_1033,n02002724,"black stork, Ciconia nigra",n02481823,"chimpanzee, chimp, Pan troglodytes",7.022556474112207e-07,5.167771632841323e-07,4.844034151574306e-07,6.828097411926137e-07,2.4752664558036486e-06,3.491932147881016e-06,1.2334282473602798e-05,1.9007655282621272e-05,3.0630191758973524e-05,7.298887794604525e-05,0.00010186534200329334,0.08975110948085785
Image_1034,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",7.250341299558372e-11,1.1948027636710101e-11,2.5745719792191757e-11,5.4937047966330255e-11,2.0949657286717382e-10,2.1044455067453782e-10,7.909403132444481e-10,8.879391111271673e-10,1.2056038389829382e-09,3.065130371737723e-09,5.91897091339888e-08,0.8208450675010681
Image_1035,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",8.544479707106589e-11,1.5815860773815693e-11,3.2978036967890034e-11,7.080071251497344e-11,2.5368915301804407e-10,3.102690881995329e-10,3.485317590090631e-10,6.586292622401402e-10,1.4616781118803601e-09,7.640214683135582e-09,4.662137698119295e-08,0.38495686650276184
Image_1036,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",8.578204119258359e-11,1.3764147807626692e-11,3.062052347790889e-11,6.918528250299261e-11,2.286025119202506e-10,2.693488487803819e-10,3.862933306564287e-10,3.27641885844443e-10,9.996203864659492e-10,1.4722304486625148e-09,4.9393197087965746e-08,0.9402340054512024
Image_1037,n02002724,"black stork, Ciconia nigra",n02481823,"chimpanzee, chimp, Pan troglodytes",5.875782562725362e-07,4.769153179040586e-07,4.6000818088032247e-07,7.493015914405987e-07,3.432880703257979e-06,4.992720732843736e-06,1.228568271471886e-05,9.892400157696102e-06,1.6200678146560676e-05,8.199671719921753e-05,0.0003365140873938799,0.4525038003921509
Image_1038,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",6.884274400542623e-11,1.166968344873398e-11,3.9186057176898714e-11,9.623376401313166e-11,4.6003195697252863e-10,6.032583321768925e-10,1.7606792690472162e-09,1.019512696487368e-09,3.2915137282429896e-09,5.2991944166080884e-09,5.3752870599055314e-08,0.8147487044334412
Image_1039,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",7.463442364130657e-11,1.3537824507248164e-11,2.8197678567098983e-11,5.615892473276318e-11,1.8301515858354378e-10,2.176705343748253e-10,3.9397127227225326e-10,2.9864916095689864e-10,1.0807941208668126e-09,2.029567847117164e-09,3.8362907162081683e-07,0.9901531338691711
Image_1040,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",7.504374899269806e-11,1.1992662071746985e-11,3.119922722949475e-11,5.5348954586253996e-11,1.8761651954246616e-10,1.712573971524023e-10,5.634600008797008e-10,6.739184210680094e-10,1.3052040559458078e-09,5.342101871974592e-09,1.1656911738100462e-05,0.9777823686599731
Image_1041,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",7.815333796790114e-11,1.4140253204453224e-11,2.931854758969621e-11,5.629797322770358e-11,2.0152662871808502e-10,2.3014214145522516e-10,6.203812463745351e-10,6.545838870941623e-10,1.4903804856913894e-09,1.1143879596886563e-08,5.01956719745067e-07,0.7702286243438721
Image_1042,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",7.602300733378087e-11,1.4356097907675114e-11,3.182678079416412e-11,8.775571935792925e-11,3.5996519653913595e-10,5.012318893271583e-10,1.3135912357853385e-09,1.8877091001456847e-09,4.636297123994382e-09,1.359791568233959e-08,8.270569651358528e-07,0.9957523345947266
Image_1043,n02002724,"black stork, Ciconia nigra",n02002724,"black stork, Ciconia nigra",8.421329605878825e-11,1.6216604448171523e-11,2.5657254099087368e-11,8.112709809493523e-11,3.977371765273574e-10,5.190624041695457e-10,1.0787215565244423e-09,1.1332587090961965e-09,3.4774991775066155e-09,1.873873323177122e-08,3.185010655215592e-07,0.9610817432403564
