Image,True_WNID,True_Label,Random_WNID,Random_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_1257,n02094433,Yorkshire terrier,n02094433,Yorkshire terrier,0.006725456099957228,0.0003852056688629091,2.7237449558015214e-06,2.9078717034281e-07,8.20655277067317e-09,0.0003336695081088692,0.0002836516359820962,0.0021646253298968077,8.747961146582384e-06,0.0026190488133579493,0.0027919982094317675,0.8761662840843201
Image_1258,n02094433,Yorkshire terrier,n07615774,"ice lolly, lolly, lollipop, popsicle",2.439780018903548e-06,0.002046457724645734,0.015323634259402752,0.0004606856673490256,1.4842997586583806e-07,0.004781170282512903,1.4806879562456743e-06,0.002866065362468362,0.0038883571978658438,0.13006030023097992,7.093897147569805e-05,0.00026439051725901663
Image_1259,n02094433,Yorkshire terrier,n02892201,"brass, memorial tablet, plaque",2.0625780962291174e-05,1.772423456714023e-05,0.0022768215276300907,4.010077159222192e-09,5.025602877140045e-05,2.3555568606781208e-09,1.9060250622260355e-07,0.00011242138862144202,0.0003066698263864964,0.012119043618440628,6.432573718484491e-05,6.67270360281691e-05
Image_1260,n02094433,Yorkshire terrier,n01644900,"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",0.0015909912763163447,0.0022631792817264795,7.589092660964525e-07,0.005801407620310783,0.0116660101339221,2.0464534233877174e-10,3.534380084602162e-05,1.0132978900401213e-08,0.005349848885089159,7.683226431254297e-05,5.300365592120215e-05,6.131595000624657e-06
Image_1261,n02094433,Yorkshire terrier,n01641577,"bullfrog, Rana catesbeiana",0.00011182362504769117,6.624867091886699e-05,0.15197569131851196,0.007062194403260946,0.0008999989368021488,1.4130105974174967e-08,8.823546522762626e-05,3.458666242295294e-07,1.4818084537182585e-07,1.1338941476424225e-05,0.08485846221446991,0.00016025030345190316
Image_1262,n02094433,Yorkshire terrier,n04146614,school bus,2.33859900617972e-05,0.0004885932430624962,6.590232806047425e-05,0.0003883186145685613,6.834740329253464e-09,0.000320034654578194,0.0012988653033971786,0.0010328071657568216,1.7478171798757103e-08,0.015794888138771057,1.0086499457884202e-07,8.688516390975565e-05
Image_1263,n02094433,Yorkshire terrier,n02883205,"bow tie, bow-tie, bowtie",0.0047732507809996605,9.327311090601142e-06,7.040549920844796e-09,0.007746327202767134,2.2410030453556828e-07,1.3673419744009152e-05,3.9698872569715604e-05,0.032756078988313675,8.336660357599612e-06,9.060266165761277e-05,0.0001652411010582,0.00026691803941503167
Image_1264,n02094433,Yorkshire terrier,n03089624,"confectionery, confectionary, candy store",0.000746069592423737,0.0063708070665597916,0.0001823556376621127,7.538837235188112e-05,0.0009403532021678984,0.024543749168515205,0.13528697192668915,0.0028893770650029182,0.0016343945171684027,0.0010104188695549965,1.1532680446180166e-06,8.09581033536233e-05
Image_1265,n02094433,Yorkshire terrier,n02106662,"German shepherd, German shepherd dog, German police dog, alsatian",1.6262033941671916e-09,2.86522237047393e-07,0.0006187543622218072,0.011310525238513947,0.000115021008241456,0.0034883031621575356,0.013483908958733082,2.549992359490716e-06,0.002947173546999693,7.178467967605684e-06,0.0015010843053460121,0.00044495853944681585
Image_1266,n02094433,Yorkshire terrier,n03042490,cliff dwelling,0.00031819523428566754,0.00021782999101560563,0.03537776693701744,0.02455112710595131,0.06119213253259659,0.0009688329882919788,0.04605505242943764,0.0006397652323357761,3.278662188677117e-05,0.003051623236387968,0.00011487837036838755,1.836320961956517e-08
Image_1267,n02094433,Yorkshire terrier,n02403003,ox,2.7919861622649478e-06,0.003627385012805462,0.003741658991202712,2.5041599656105973e-06,3.5970988392364234e-05,3.515405842335895e-05,0.0007511011208407581,2.0233580144690677e-08,0.009161255322396755,5.872993824596051e-07,0.00020624967874027789,0.003943773452192545
Image_1268,n02094433,Yorkshire terrier,n04562935,water tower,0.00017539340478833765,0.09406737238168716,8.044510195759358e-07,2.9856366268177226e-07,0.005434364080429077,7.374766028078739e-06,0.07887103408575058,0.00029109849128872156,0.008966437540948391,7.919319644500433e-10,0.0006489548250101507,5.599202722805785e-06
Image_1269,n02094433,Yorkshire terrier,n07614500,"ice cream, icecream",0.041236720979213715,0.012296178378164768,0.002768471837043762,0.003715276485309005,2.461383701302111e-07,3.1162085178948473e-07,0.01381199061870575,0.019929300993680954,0.0025198706425726414,0.0031400618609040976,2.0801351638510823e-05,0.001973815029487014
Image_1270,n02094433,Yorkshire terrier,n04597913,wooden spoon,1.0547319106990471e-05,0.00010238318645861,8.905821005100734e-07,0.0005291322013363242,4.432652713148855e-05,0.000318983307806775,0.004729509353637695,3.231759546906687e-05,2.595417214479312e-08,2.3858158328948775e-06,1.1375660733392579e-06,0.0003931497340090573
Image_1271,n02094433,Yorkshire terrier,n03837869,obelisk,0.05828190967440605,4.58119615132091e-07,0.005689744837582111,0.00498657301068306,1.9323740616528085e-06,8.67272956384113e-06,8.308823453262448e-05,0.00016111161676235497,1.96744022105122e-05,0.0003635404573287815,0.01348989550024271,3.22677988151554e-06
Image_1272,n02094433,Yorkshire terrier,n03838899,"oboe, hautboy, hautbois",3.0468339900835417e-05,0.0064245532266795635,2.004808493438759e-06,1.9581077026487037e-07,6.272143218666315e-05,0.005889975931495428,6.496911282738438e-06,0.000418424722738564,7.917135371826589e-05,2.1336047666409286e-06,2.470181925673387e-06,0.7359903454780579
Image_1273,n02094433,Yorkshire terrier,n03902125,"pay-phone, pay-station",1.6025795135377052e-09,1.4989147076316378e-11,0.0004483150551095605,0.00040083748172037303,0.0016573569737374783,3.8522389722572825e-09,1.1031410167561262e-06,6.588848464161856e-06,2.5826480850810185e-05,0.09775868058204651,0.0009162779315374792,1.2800706826965325e-05
Image_1274,n02094433,Yorkshire terrier,n04254777,sock,0.00011417110363254324,6.462107558036223e-05,1.0738957826106343e-05,0.0011144888121634722,0.0007098231581039727,0.0010734937386587262,0.0016985691618174314,6.379059777827933e-05,0.004591300617903471,0.004498393274843693,9.095892164623365e-05,0.02011524885892868
Image_1275,n02094433,Yorkshire terrier,n03388043,fountain,7.793272277512031e-11,1.077352135325782e-05,4.09453832617146e-06,5.592781793239965e-10,9.639887139201164e-05,0.0006567222881130874,0.001148112933151424,1.7610245777177624e-05,0.07578551024198532,0.000368761015124619,0.00010599509550957009,0.00012034279643557966
Image_1276,n02094433,Yorkshire terrier,n02132136,"brown bear, bruin, Ursus arctos",4.7851117415120825e-06,0.00023201781732495874,0.018667081370949745,5.6599368690513074e-05,0.010976185090839863,3.2767272228895195e-10,0.011024754494428635,0.00021203125652391464,1.4481350262940396e-05,4.178686907607698e-08,0.0023152015637606382,1.1243789231230039e-05
Image_1277,n02094433,Yorkshire terrier,n02843684,birdhouse,0.004945757333189249,6.964072963455692e-05,2.6369577632578967e-09,1.1768242984544486e-06,3.1429553928319365e-06,1.0644791359482042e-07,0.0010154134361073375,3.9435963827827436e-08,0.007467844057828188,2.2923366316263127e-08,2.1413990580754216e-08,8.715869626030326e-06
Image_1278,n02094433,Yorkshire terrier,n07579787,plate,0.0003461242013145238,0.007765536196529865,0.024584274739027023,0.0669676661491394,1.1904363418580033e-05,4.789926970261149e-05,0.00016707174654584378,3.3582855394342914e-05,2.7906153263757005e-05,0.022087590768933296,0.0004876185557805002,0.00012719725782517344
Image_1279,n02094433,Yorkshire terrier,n03733131,maypole,0.003252331167459488,1.2880228439371422e-07,0.0002714494476094842,0.0005536608514375985,2.6810697661971972e-08,9.805659146877588e-07,0.0008489590836688876,0.05739786475896835,1.1989867516604136e-06,6.682356615783647e-05,0.0014625403564423323,0.0008708899840712547
Image_1280,n02094433,Yorkshire terrier,n04251144,snorkel,0.007948682643473148,7.079411716404138e-06,0.0002315440506208688,2.9632155928993598e-05,1.4875714441586751e-05,0.00015190780686680228,4.582107794703916e-05,9.123829840973485e-06,4.84892643726198e-06,0.005407233256846666,0.007362090051174164,0.0001455784949939698
Image_1281,n02094433,Yorkshire terrier,n03393912,freight car,0.0005370453582145274,0.005057207774370909,6.49041794531513e-07,0.00022340590658131987,0.0721299946308136,0.007068440783768892,4.165550308243837e-06,1.929892459884286e-05,0.00011477027874207124,0.0040084971114993095,2.67674909082416e-06,5.143887392478064e-05
Image_1282,n02094433,Yorkshire terrier,n02099712,Labrador retriever,0.00017289795505348593,1.5227695840391853e-11,0.026231855154037476,0.011380822397768497,0.040695954114198685,9.416122992433884e-09,4.061087020090781e-05,1.9560710384780577e-08,1.511703828782629e-08,0.00013711625069845468,8.457570288555871e-08,4.334585537435487e-05
Image_1283,n02094433,Yorkshire terrier,n04254777,sock,0.006491712760180235,4.1291732486570254e-05,2.6541496481513605e-05,9.223897905030753e-06,0.004264601971954107,0.002203210722655058,0.0007853416027501225,0.009069056250154972,0.0018564575584605336,6.714057576573396e-07,0.00010075300087919459,0.025131678208708763
Image_1284,n02094433,Yorkshire terrier,n03854065,"organ, pipe organ",5.245337888482027e-05,6.0947713791392744e-05,4.2658903112169355e-05,0.0002909878094214946,3.624770761234686e-05,0.0001886812096927315,0.0049770791083574295,0.012626888230443,5.4344131058314815e-05,1.5111943866941147e-05,3.1915555155137554e-05,2.434243469906505e-06
Image_1285,n02094433,Yorkshire terrier,n04376876,syringe,1.4627853488491382e-06,2.860592873688006e-09,8.608874486526474e-05,0.04486015811562538,0.002698177006095648,0.00582593958824873,0.005138973705470562,0.012012352235615253,0.00016726888134144247,4.755066118633522e-09,0.0004351235693320632,2.3303441594180185e-06
Image_1286,n02094433,Yorkshire terrier,n02423022,gazelle,0.001532412483356893,6.5865926046626555e-09,7.290821724126317e-09,1.0520469218011641e-10,8.08843303445883e-09,0.0019875753205269575,2.19482058128051e-06,0.0002387552085565403,4.848501703236252e-06,0.00026798027101904154,0.00046335128718055785,1.0031141755462158e-05
Image_1287,n02094433,Yorkshire terrier,n02364673,"guinea pig, Cavia cobaya",0.00011510423792060465,6.85250197420828e-05,0.0002098099357681349,0.006456978153437376,0.0005098598776385188,0.004185936413705349,2.1200797561959916e-08,5.438786956801778e-06,0.0022919506300240755,3.665268422992085e-06,0.001270056120119989,0.022807346656918526
Image_1288,n02094433,Yorkshire terrier,n04417672,"thatch, thatched roof",8.538075917385868e-07,0.048720989376306534,0.00028950220439583063,0.00023039277584757656,0.011155017651617527,0.00073185411747545,0.005293359514325857,4.711585006589303e-06,4.699499640992144e-06,0.0001277556730201468,0.026227688416838646,5.183792836760404e-06
Image_1289,n02094433,Yorkshire terrier,n02415577,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",0.0002195803535869345,2.790142838993148e-10,1.9092914953944273e-05,4.400125362735707e-06,0.0015065970364958048,0.003550464753061533,3.201160552634974e-06,5.9483994846232235e-05,0.00020454898185562342,0.0002598737773951143,0.11021263152360916,7.290973735507578e-05
Image_1290,n02094433,Yorkshire terrier,n03255030,dumbbell,0.00010306867625331506,0.009093327447772026,1.0153508810617495e-05,7.760003427392803e-06,2.0965479052392766e-05,3.5868692975782324e-06,0.0072927228175103664,7.378594801821237e-08,0.003894664580002427,1.2129029528296087e-05,8.525432349415496e-06,0.0015017434488981962
Image_1291,n02094433,Yorkshire terrier,n04133789,sandal,1.05710851130425e-05,2.1086210836074315e-05,8.011961085685471e-07,0.016083521768450737,1.3111502994433977e-07,9.799006511457264e-05,0.041017334908246994,0.005126143805682659,0.00024273181043099612,1.0031381947328555e-08,0.0004754709079861641,0.002382725477218628
Image_1292,n02094433,Yorkshire terrier,n03026506,Christmas stocking,0.0002798160130623728,3.446953940056119e-07,0.0006207115366123617,0.011720104143023491,7.003866375754342e-10,1.0568211109784897e-05,2.27727355195384e-07,0.008138471283018589,0.0004926594556309283,0.00010018063767347485,0.000673808332066983,5.238200628809864e-06
Image_1293,n02094433,Yorkshire terrier,n03014705,chest,2.4093383217405062e-06,4.5501826662075473e-07,0.0008084019646048546,5.675769632063066e-09,6.30368958809413e-07,1.474044097449223e-06,5.437487402559782e-07,1.063813357404797e-07,5.7120768559570934e-08,6.846768485502253e-08,3.1748143669574347e-07,0.0002302704524481669
Image_1294,n02094433,Yorkshire terrier,n04133789,sandal,0.005794057156890631,0.008889107033610344,0.0002597505517769605,0.00034686492290347815,0.006641861516982317,9.159801250824273e-10,1.1732421626220457e-05,0.008912449702620506,0.0004029780684504658,1.5866365856709308e-06,0.00023307187075261027,0.02090415172278881
Image_1295,n02094433,Yorkshire terrier,n03814639,neck brace,1.4610656080549234e-06,2.768494544724831e-09,0.0006510333041660488,2.555547098381794e-06,0.004071259871125221,0.027302414178848267,0.0049894144758582115,0.006826584227383137,0.002849722746759653,5.294907290398498e-10,3.7630295537383063e-06,3.214387106709182e-05
Image_1296,n02094433,Yorkshire terrier,n02793495,barn,0.0001605314901098609,0.0014044801937416196,3.4613247407833114e-05,0.002862692577764392,1.055872689903481e-05,4.633764092432102e-06,6.598113395739347e-05,0.01709817722439766,8.385132787225302e-06,0.006665531545877457,0.01116033736616373,3.508689405862242e-05
Image_1297,n02094433,Yorkshire terrier,n01770393,scorpion,1.1964580153289717e-06,2.1178826500545256e-05,6.617932513108826e-08,0.003731575096026063,0.000645188323687762,0.058969028294086456,0.0006052732351236045,0.00020623093587346375,4.275751962268259e-06,9.235593401157871e-10,0.015267486684024334,8.195466216420755e-05
Image_1298,n02094433,Yorkshire terrier,n02666196,abacus,0.002911205869168043,2.2789526710198516e-08,0.03745334595441818,5.21501679031644e-05,2.5668658054200932e-05,1.5841071672184626e-06,6.7917644628323615e-06,2.0581614080583677e-05,0.0001955074694706127,5.580649187209019e-08,0.06337864696979523,0.009445038624107838
Image_1299,n02094433,Yorkshire terrier,n04356056,"sunglasses, dark glasses, shades",0.015654727816581726,0.001910545863211155,1.545155555504607e-06,7.754799298709258e-05,9.145159074464004e-10,0.012076222337782383,0.0003468700160738081,6.469351501436904e-05,6.181457138154656e-05,0.0014121171552687883,0.0019491282291710377,0.002257138956338167
Image_1300,n02094433,Yorkshire terrier,n02279972,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",5.260741886559117e-07,2.5896699895611164e-08,4.6198401832953095e-06,0.0008683102205395699,1.4607103970831758e-08,0.0006408275803551078,0.023422149941325188,0.005129019729793072,0.0002575385442469269,0.0005891583277843893,0.005863734520971775,4.551441816147417e-05
Image_1301,n02099601,golden retriever,n02788148,"bannister, banister, balustrade, balusters, handrail",5.2712373133090296e-08,1.0434245041324175e-06,3.147047391394153e-05,0.00034484645584598184,5.737817264162004e-05,4.337412065069657e-06,0.08647190779447556,6.34270763839595e-05,0.0002018100640270859,7.127063827994107e-09,0.009764892049133778,0.0003155021113343537
Image_1302,n02099601,golden retriever,n02058221,"albatross, mollymawk",8.107840403681621e-05,0.0006596951279789209,3.200208811904304e-05,3.0508244890370406e-05,6.430743493268665e-09,5.0964803932629366e-08,0.00017152972577605397,0.00037378017441369593,0.00010212021879851818,1.3866227163816802e-05,0.030665908008813858,0.00010801137977978215
Image_1303,n02099601,golden retriever,n03400231,"frying pan, frypan, skillet",0.0001671632780926302,0.0003997153544332832,0.0005975135136395693,7.598239608341828e-05,2.9888122298871167e-05,0.006339820567518473,1.8414358926577279e-09,1.2881391739938408e-05,2.7903599431056136e-09,6.170281174888714e-09,4.616014848579653e-06,0.0003196219040546566
Image_1304,n02099601,golden retriever,n02395406,"hog, pig, grunter, squealer, Sus scrofa",0.0003590837004594505,0.054106324911117554,8.469273282685208e-09,2.079039222735446e-05,1.6379582135073179e-09,0.007701441179960966,0.019046684727072716,0.01156960241496563,0.0018759149825200438,2.4137736545526423e-05,7.881779993113014e-07,0.00013576462515629828
Image_1305,n02099601,golden retriever,n03544143,hourglass,1.5295226196698763e-09,0.00017255989951081574,7.35909488867037e-05,8.519054972566664e-08,0.0006131301051937044,8.927523253987601e-08,0.00021858286345377564,1.8859393094317056e-05,4.6155444579198956e-05,4.835941647129971e-10,0.0003597702889237553,0.0005961895221844316
Image_1306,n02099601,golden retriever,n02666196,abacus,0.007042590994387865,5.777413389296271e-05,6.590080481316818e-09,0.0002516589593142271,1.4981747786801947e-10,1.8218091781818657e-06,0.011917251162230968,0.004907017108052969,1.0407462468720041e-05,0.0002747270336840302,2.394138846284477e-06,0.0008721080957911909
Image_1307,n02099601,golden retriever,n01950731,"sea slug, nudibranch",5.636241985484958e-05,6.92430476192385e-05,0.00018827506573870778,0.007293236441910267,0.0003281905082985759,1.550744066491916e-08,5.187992883293191e-06,2.1378457404352957e-06,0.0010631666518747807,0.0024890154600143433,3.780170487743817e-08,3.4248405427206308e-06
Image_1308,n02099601,golden retriever,n04371430,"swimming trunks, bathing trunks",2.1981243492064095e-08,1.3421176845440641e-05,2.3748248167976271e-07,0.00023518323723692447,2.350359636693611e-06,0.003293596673756838,0.021319251507520676,0.0008308253600262105,1.612275326579038e-07,0.024294350296258926,0.002571994671598077,2.582594424893614e-05
Image_1309,n02099601,golden retriever,n03444034,go-kart,3.482497845652688e-09,0.0486011765897274,2.450237843731884e-05,2.737362336802107e-09,0.0005751249263994396,0.0017054752679541707,0.00014311136328615248,2.7621649678621907e-06,0.004460175987333059,9.388979593794033e-10,3.065025850901293e-07,0.00014822666707914323
Image_1310,n02099601,golden retriever,n04532106,vestment,0.00034975414746440947,6.550524123127843e-09,0.006881032604724169,0.012645537964999676,0.0013013659045100212,3.0196658826753264e-06,0.0046358960680663586,0.0008139361743815243,0.003992677200585604,0.012143433094024658,4.610689211403951e-05,0.0026883247774094343
Image_1311,n02099601,golden retriever,n03424325,"gasmask, respirator, gas helmet",0.0009958341252058744,1.5463116369573982e-06,2.2956969658594062e-08,4.753547333535835e-09,0.004724780563265085,0.0001907679543364793,0.00020261174358893186,0.015177182853221893,1.6666945157339796e-05,0.003983812872320414,2.776861762754379e-08,4.36267837358173e-05
Image_1312,n02099601,golden retriever,n01774750,tarantula,0.00011750058183679357,3.967755037592724e-05,0.0003266906423959881,3.994799976925201e-11,0.0006916596321389079,0.020445875823497772,1.4776732086829725e-06,0.0009229216375388205,0.001456927158869803,0.0015834782971069217,0.055755745619535446,6.126481935098127e-07
Image_1313,n02099601,golden retriever,n01768244,trilobite,2.7994678930554073e-06,0.010622700676321983,2.3467963128354086e-09,1.874264654588842e-08,0.08542516827583313,0.00022500961495097727,0.01556362397968769,0.007697886321693659,1.3695930078938545e-07,0.0004938076017424464,1.507421387714203e-08,1.3347410003916593e-06
Image_1314,n02099601,golden retriever,n01910747,jellyfish,1.203440774588671e-06,0.01002040971070528,0.0003250491863582283,8.023598638828844e-05,0.00011747567623388022,0.008209601044654846,0.0009282677783630788,0.0015220229979604483,2.5672539649690407e-08,0.0009364765719510615,0.0008687272202223539,1.810585308703594e-05
Image_1315,n02099601,golden retriever,n03617480,kimono,0.00031482658232562244,6.497417780337855e-05,2.307572685822379e-05,3.849356289720163e-05,7.885321338108042e-07,0.0003820405690930784,0.00022876373259350657,0.09098149836063385,0.0025015417486429214,1.3179217603465077e-05,8.290096957352944e-06,0.00033880106639117
Image_1316,n02099601,golden retriever,n04259630,sombrero,0.00018258538329973817,5.351145773602184e-06,0.0026350782718509436,0.0003589687985368073,0.04257096350193024,3.4065164072671905e-05,0.000273164885584265,1.9583795918265423e-08,6.411773938452825e-06,0.03270667418837547,5.972677172394469e-06,0.003388639073818922
Image_1317,n02099601,golden retriever,n01917289,brain coral,2.960888139114104e-07,8.583252331106905e-09,0.00010942220251308754,0.0006610642885789275,0.00020951298938598484,7.151054160203785e-05,0.0003414380771573633,0.005515807308256626,1.377577063976787e-06,0.00017515964282210916,0.00027502112789079547,0.00010202143312199041
Image_1318,n02099601,golden retriever,n02730930,apron,7.702961113409401e-08,9.627568964276634e-09,4.0935623246696196e-07,0.0006277916836552322,8.936660378822125e-06,0.0003157197206746787,0.012496016919612885,0.0014031085884198546,0.1559511423110962,6.347100907078129e-07,1.3279635595608852e-06,0.00022444866772275418
Image_1319,n02099601,golden retriever,n04067472,reel,6.174766440381063e-06,1.4850401157673332e-06,2.849864358722698e-05,6.069942770636771e-08,0.01368385273963213,0.0034509419929236174,1.2517158438640763e-06,0.005457531660795212,2.9607286933241994e-07,5.6530112146901956e-08,3.125686816929374e-06,0.007268787361681461
Image_1320,n02099601,golden retriever,n04074963,"remote control, remote",0.008744015358388424,4.4159289558365344e-08,0.00904104858636856,0.0007323354366235435,3.496479195064239e-08,6.9768739194842055e-06,0.0006857169209979475,0.0007465903763659298,0.013411774300038815,0.005732120014727116,0.0439969003200531,0.00439382204785943
Image_1321,n02099601,golden retriever,n02999410,chain,6.006096100463765e-06,1.921177863550838e-05,0.003974512685090303,0.007381003350019455,0.00035699052386917174,0.0009770157048478723,3.016745176864788e-05,0.0006269279401749372,7.04925326999728e-08,0.002794124186038971,3.2515606562810717e-06,0.003548645181581378
Image_1322,n02099601,golden retriever,n07768694,pomegranate,0.00012156915181549266,0.00345039926469326,0.00012706707639154047,0.0010716310935094953,0.0030962282326072454,2.1567506114372748e-10,0.006502029486000538,1.9248920580139384e-05,1.3489104276231956e-05,0.02292465977370739,9.783586563116842e-08,9.075680281966925e-05
Image_1323,n02099601,golden retriever,n09246464,"cliff, drop, drop-off",0.0006705126143060625,2.2666486465539037e-09,8.870380838743586e-07,0.006038886494934559,0.001009771483950317,1.49131874422892e-05,2.9907549105701037e-05,1.1469061064417474e-05,5.637420326820575e-05,0.00038473133463412523,6.924416595666116e-08,0.0005967691540718079
Image_1324,n02099601,golden retriever,n01944390,snail,0.00024780258536338806,2.20809219797502e-08,0.0005136143881827593,2.395358251305879e-06,1.1483783923793567e-09,0.0005313499714247882,0.007364328484982252,0.0069438922218978405,0.0019027075031772256,0.004258636850863695,2.22858869136644e-08,0.0004641845007427037
Image_1325,n02099601,golden retriever,n03179701,desk,0.006705110892653465,0.0001273501111427322,4.817686203750782e-05,6.661851159606158e-08,6.023467502558333e-09,0.00024514575488865376,0.0003493313561193645,0.00035177511745132506,0.016107745468616486,3.1060150007533593e-08,0.0012609345139935613,2.1854793885722756e-06
Image_1326,n02099601,golden retriever,n01768244,trilobite,1.623298995223621e-10,0.0021428449545055628,0.0005148263298906386,0.00022184487897902727,3.4262680856045336e-05,0.0017426247941330075,1.2472857413570182e-08,1.23607590829522e-09,0.000651656067930162,0.033317964524030685,0.032311104238033295,2.4145510906237178e-06
Image_1327,n02099601,golden retriever,n04376876,syringe,9.628538828110322e-05,0.00010661220585461706,9.65170215749822e-07,0.00014323453069664538,0.0002114815142704174,9.376206435263157e-05,9.11101778910961e-06,7.717606786172837e-05,0.010466702282428741,4.6013196879357565e-06,0.0015395573573186994,8.920064828998875e-06
Image_1328,n02099601,golden retriever,n02823428,beer bottle,3.993184873252176e-05,0.15049542486667633,0.02192717045545578,0.0006275630439631641,0.00017605324683245271,6.383610084981228e-09,1.017258909996599e-05,0.0008040400571189821,0.0005625637713819742,0.0001466279209125787,1.037807305692695e-05,2.4234975626313826e-06
Image_1329,n02099601,golden retriever,n03763968,military uniform,0.00012601134949363768,0.013840696774423122,0.00013266917085275054,0.00020766201487276703,7.918764458736405e-05,0.00032300097518600523,0.0001862693898146972,0.01646069996058941,0.0001833697606343776,0.0003450694784987718,0.0001594697532709688,1.131470526161138e-06
Image_1330,n02099601,golden retriever,n02841315,"binoculars, field glasses, opera glasses",1.8052330688078655e-06,1.5184010635493905e-06,1.5414333347507636e-06,1.88152441182865e-07,0.004547665361315012,0.007536999881267548,8.906318726076279e-06,9.855943616798868e-09,0.0005583131569437683,0.0007002183119766414,0.0013736797263845801,2.299667585248244e-06
Image_1331,n02099601,golden retriever,n09332890,"lakeside, lakeshore",1.5866443163758959e-06,0.00019474145665299147,4.3980300290513696e-08,4.02026762458263e-06,3.0543999400833854e-06,7.96134258962411e-07,1.4678197324258235e-08,0.00019693670037668198,0.007315021473914385,6.665349019385758e-07,2.8085396479582414e-06,1.1941980119445361e-05
Image_1332,n02099601,golden retriever,n01698640,"American alligator, Alligator mississipiensis",9.434320236323401e-05,2.417831126422243e-07,8.650863492221106e-07,5.0984296784406524e-09,0.00013689478510059416,0.0017632186645641923,2.695863372537133e-07,0.0002656526048667729,1.3271761645228253e-07,0.00011299429024802521,0.05337648466229439,2.1445272068376653e-05
Image_1333,n02099601,golden retriever,n04251144,snorkel,0.0007742107845842838,3.6268860981181206e-07,4.053171096529695e-07,3.7591032651107525e-06,3.077303389886765e-08,0.025671066716313362,0.0978713259100914,0.00022151634038891643,5.65102754990221e-06,0.004006560426205397,8.59004867237445e-09,0.003262077458202839
Image_1334,n02099601,golden retriever,n02793495,barn,8.604546242185762e-11,3.9292916653721477e-07,0.0003343080170452595,0.0004619935934897512,0.004628457129001617,0.00452101044356823,0.0012140230974182487,1.588623672432732e-05,0.00029667114722542465,0.00031096351449377835,3.3173797419294715e-05,1.5426750906044617e-05
Image_1335,n02099601,golden retriever,n04501370,turnstile,3.6161541316914736e-08,9.298307190874766e-07,6.108914707425583e-09,0.0006269706645980477,8.591555245018867e-10,0.09226193279027939,0.000267402152530849,2.8817269139835844e-06,4.407066853673314e-07,0.03011467680335045,3.879843461618293e-06,0.00011829206778202206
Image_1336,n02099601,golden retriever,n01944390,snail,4.667832399718463e-06,2.79968243033224e-10,0.00034596651676110923,0.005056651774793863,0.0004740309959743172,0.0006696508498862386,0.000919036683626473,0.006625803653150797,0.0007906268583610654,0.0006080734310671687,2.41289086488905e-07,0.00019731702923309058
Image_1337,n02099601,golden retriever,n03014705,chest,0.001030818559229374,0.0002534060040488839,0.0031096041202545166,3.5343139526133882e-09,1.4769480003451463e-05,0.0005057107773609459,0.0010823130141943693,0.0010099870851263404,0.010323703289031982,0.00039233698043972254,6.648723683611024e-06,2.732610300881788e-05
Image_1338,n02099601,golden retriever,n03126707,crane,2.118626753144781e-06,3.7962570331728784e-07,0.006466742139309645,0.0007285178289748728,3.108806323481872e-09,0.00015954139234963804,1.10966948341229e-06,8.327589057444129e-06,0.007564044091850519,1.5126322068681475e-05,0.00016789168876130134,2.3457958377548493e-05
Image_1339,n02099601,golden retriever,n02963159,cardigan,0.004497164860367775,4.359738170478522e-08,7.770210252999732e-09,0.0014344550436362624,0.09830771386623383,0.00034789516939781606,6.152237619971856e-05,0.00010812826076289639,2.1725718397647142e-05,0.00012562052870634943,4.141859744066778e-09,0.0006926974165253341
Image_1340,n02099601,golden retriever,n02206856,bee,0.005789999850094318,2.2188306303405625e-08,0.006535084918141365,0.0010383309563621879,3.091936150667607e-06,0.00018398583051748574,0.006580892484635115,0.0002121434808941558,0.006963586900383234,0.0095895417034626,7.257998368004337e-05,0.004504934884607792
Image_1341,n02099601,golden retriever,n04251144,snorkel,4.6044642658671364e-05,0.00038188841426745057,8.192112090910086e-07,8.376310142921284e-05,2.2615566194872372e-05,0.004671487491577864,0.00015797467494849116,0.0020039870869368315,0.0899771898984909,0.00013066100655123591,0.00011018620716640726,0.00198828405700624
Image_1342,n02099601,golden retriever,n04487081,"trolleybus, trolley coach, trackless trolley",0.001011202111840248,0.004513096064329147,3.9602971924068697e-07,2.8555834433063865e-05,0.0005726637318730354,3.2890648538064227e-10,0.00510560953989625,0.0009611692512407899,0.007386517710983753,0.0034933218266814947,0.027390282601118088,1.426779999746941e-05
Image_1343,n02099601,golden retriever,n07749582,lemon,9.309569781734695e-11,4.0996113170876924e-07,2.6183846202343375e-09,0.004318221006542444,1.382711474207099e-07,5.040966698288685e-06,0.0010031233541667461,0.0031980236526578665,0.00256235059350729,3.482409374555573e-05,3.392994403839111e-05,0.0012483098544180393
Image_1344,n02099601,golden retriever,n02403003,ox,1.0520336672925623e-06,1.189325030281907e-05,4.550811354420148e-05,7.66429293435067e-05,0.0008852638420648873,0.004524568095803261,0.011447972618043423,1.0661959095159546e-05,0.000595994119066745,0.0003686681156978011,0.00026182556757703424,0.0006314440979622304
